"","twi","tsh","ken","brk","srp","oc","Dfd","disco","odd","exex"
"126","132","61","131","134","60","135","100","64","104","67"
"127","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"128","2736","755","717","2773","2774","718","680","754","753","715"
"129","2567","2605","2644","2606","2607","2608","2570","2604","2566","2565"
"130","1338","1339","1300","1377","1376","1415","1453","3021","1491","1529"
"131","1015","1165","977","1053","1091","1129","1127","1089","1203","1204"
"132","69","29","27","25","62","70","31","107","109","112"
"133","1356","1009","1318","1280","1047","971","933","2967","1242","895"
"134","2882","2805","2844","2807","2843","2846","2809","2771","2881","2880"
"135","303","375","304","340","2935","378","377","376","339","412"
"136","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"137","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"138","2589","2243","2282","2551","2590","2591","2592","2593","2594","2552"
"139","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"140","1811","2071","2109","1849","1887","1773","2146","2184","2222","2221"
"141","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"142","929","930","968","891","1006","1044","1082","1120","1158","1196"
"143","805","806","767","844","882","920","958","843","881","919"
"144","970","972","1010","934","1008","1046","896","1084","1122","1160"
"145","1478","1514","1516","1476","1438","1554","1440","1402","1552","1590"
"146","525","526","563","600","599","636","674","635","673","710"
"147","1472","1504","1510","1542","1580","1618","1656","1694","1548","1466"
"148","2673","2709","2712","2710","2671","2670","2713","2714","2715","2754"
"149","1470","1775","1813","1432","1394","1508","1546","1584","1622","1660"
"150","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"151","37","114","76","74","35","32","28","26","66","24"
"152","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"153","2689","2690","2691","2692","2693","2655","2726","2725","2724","2964"
"154","773","807","845","811","849","887","925","772","734","883"
"155","1203","1204","1242","2967","1280","1318","1356","1394","1432","1470"
"156","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"157","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"158","1478","1514","1516","1476","1438","1554","1440","1402","1552","1590"
"159","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"160","739","775","737","701","663","662","738","776","814","813"
"161","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"162","2335","2334","2372","2333","2373","2374","2375","2413","2332","2331"
"163","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"164","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"165","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"166","117","57","94","156","118","119","2966","83","155","59"
"167","1679","1681","1641","1717","1755","1719","1603","1565","3005","1527"
"168","1066","1029","1067","1105","1143","1181","1219","1257","1104","1142"
"169","467","503","502","468","504","463","500","466","465","464"
"170","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"171","2751","363","2750","2752","2753","2792","2755","2756","2715","2754"
"172","488","619","2965","618","617","654","615","577","657","620"
"173","529","453","415","416","379","341","380","342","567","492"
"174","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"175","496","327","534","328","495","497","366","367","368","331"
"176","2439","2443","2481","2442","2477","2476","2475","2512","2511","2510"
"177","2569","2451","2450","2412","2531","2411","2410","2371","2489","2532"
"178","2689","2690","2691","2692","2693","2655","2726","2725","2724","2964"
"179","2619","2620","2657","2732","2770","2731","2768","2767","2728","2727"
"180","22","24","26","66","28","32","35","74","37","18"
"181","37","114","76","74","35","32","28","26","66","24"
"182","1446","1559","1408","1597","1635","1673","1711","1749","1521","1787"
"183","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"184","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"185","758","1064","1102","1140","1178","1216","1254","1026","988","950"
"186","1319","1356","1318","1280","2967","1242","1394","1432","1470","1508"
"187","2304","2305","2344","2991","2266","2267","2268","2306","2307","2345"
"188","326","327","328","366","367","368","331","370","333","334"
"189","965","966","927","1003","1041","928","1079","1117","1155","1193"
"190","2334","2335","2372","2333","2373","2374","2375","2413","2332","2331"
"191","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"192","341","494","379","380","416","415","342","453","492","490"
"193","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"194","1545","1583","1621","1507","1469","1659","1697","1431","1393","1735"
"195","914","2360","952","990","2398","2436","1028","2322","2284","1066"
"196","1472","1433","1510","1471","1509","1395","1357","1548","1547","1585"
"197","1395","1125","1357","1163","1433","1471","1509","1201","1239","1547"
"198","558","617","557","596","559","618","2965","619","654","615"
"199","951","953","989","915","1027","913","991","1029","1067","1105"
"200","843","851","881","919","957","844","882","920","958","813"
"201","1356","1009","1318","1280","1047","971","933","2967","1242","895"
"202","2359","2360","2397","2321","2398","2436","2322","2284","2435","2434"
"203","2779","2911","2778","2909","2907","2867","2904","2916","2917","2919"
"204","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"205","1395","1125","1357","1163","1433","1471","1509","1201","1239","1547"
"206","688","614","613","3023","649","612","686","687","577","615"
"207","1964","1965","1926","1888","1850","1812","2980","1774","1736","1698"
"208","337","380","341","379","416","415","342","453","492","490"
"209","1433","1434","1396","1471","1509","1358","1395","1357","1547","1585"
"210","2625","2665","2666","2667","2706","2624","2664","2586","2942","2548"
"211","2289","2364","2979","2328","2329","2291","2292","2293","2255","2218"
"212","296","413","295","332","293","330","329","291","3009","450"
"213","713","747","750","748","749","788","785","2941","711","712"
"214","413","414","452","490","453","415","416","379","341","380"
"215","1088","1089","1126","1050","1127","1165","1012","974","936","898"
"216","2521","2601","2640","2600","2561","2598","2560","2559","2641","2603"
"217","584","551","589","590","547","553","554","592","555","556"
"218","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"219","982","1017","1020","1055","1093","944","906","1131","1169","1058"
"220","295","332","293","330","329","291","296","3009","297","290"
"221","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"222","812","563","850","525","526","888","926","964","1002","1040"
"223","2334","2335","2372","2333","2373","2374","2375","2413","2332","2331"
"224","986","2617","1024","948","1062","1100","1138","910","1176","1214"
"225","2182","1954","1992","1916","1878","1840","1802","1764","1726","1688"
"226","2747","2663","2746","2708","2662","2707","2748","2711","2749","2788"
"227","929","930","968","891","1006","1044","1082","1120","1158","1196"
"228","2735","2984","2734","2772","2810","2811","2999","2848","2847","2884"
"229","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"230","847","885","923","961","999","1036","1074","1112","1111","998"
"231","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"232","16","35","32","28","74","37","26","66","24","22"
"233","17","20","15","13","12","10","2976","23","21","19"
"234","2430","2011","2049","2391","2930","2431","2469","2126","2164","2048"
"235","910","833","948","986","1024","1062","1100","1138","1176","1214"
"236","648","840","647","3026","878","839","801","802","765","611"
"237","1483","1486","1448","3039","1410","1372","1334","1296","1258","1220"
"238","3004","1143","1181","1105","1067","1029","1219","1257","991","953"
"239","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"240","263","339","376","375","412","411","373","372","371","408"
"241","1905","1941","1867","1829","1791","1903","1943","1981","1753","1715"
"242","426","391","425","424","385","384","2978","345","387","349"
"243","330","331","370","333","368","293","332","295","367","366"
"244","1140","1178","1216","1102","1064","1254","1026","988","950","912"
"245","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"246","467","503","502","468","504","463","500","466","465","464"
"247","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"248","341","494","379","380","416","415","342","453","492","490"
"249","2182","1454","1416","1378","1340","1302","1264","1492","1530","1568"
"250","1295","1141","1179","1333","1103","1065","1371","1409","1027","989"
"251","1435","1815","1777","1473","1739","1701","1511","1663","1625","1587"
"252","2928","1795","1833","48","1757","1871","1909","1719","1681","1643"
"253","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"254","1124","1123","1085","1162","1200","1238","1276","1314","1352","1390"
"255","1472","1167","1510","1205","1548","1434","1396","1358","1168","1130"
"256","882","958","920","844","843","881","919","957","806","767"
"257","1074","2253","1112","1111","2972","1036","2290","2251","998","960"
"258","1015","1055","1093","977","1053","1091","1129","1017","1131","1169"
"259","2974","11","14","9","6","4","7","8","2976","10"
"260","1564","1565","1602","1603","1641","1679","1717","1755","1526","3005"
"261","2619","2620","2657","2732","2770","2731","2768","2767","2728","2727"
"262","1999","1998","2037","2075","1961","1923","1885","1847","1809","1771"
"263","1839","1989","1801","1763","1951","1725","1877","1915","1687","2026"
"264","22","24","26","66","28","32","35","74","37","18"
"265","1038","1037","1076","1114","1152","1075","1113","1000","1151","1189"
"266","619","620","2965","3033","621","660","618","617","658","654"
"267","641","773","679","716","811","849","887","925","677","603"
"268","37","114","76","74","35","32","28","26","66","24"
"269","825","2685","2722","2964","2683","2721","2720","787","2724","2725"
"270","2360","2447","2486","2398","2436","2322","2284","2484","2445","2954"
"271","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"272","2430","2011","2049","2391","2930","2431","2469","2126","2164","2048"
"273","1889","1927","1851","1813","1775","1928","1890","1852","1814","2947"
"274","447","445","483","446","484","3017","444","405","442","403"
"275","2130","2169","2091","2208","2209","2093","2055","2056","2017","1979"
"276","2130","2169","2091","2208","2209","2093","2055","2056","2017","1979"
"277","295","332","293","330","329","291","296","3009","297","290"
"278","675","711","637","712","638","601","602","564","527","749"
"279","2561","2480","2598","2560","2559","2600","2601","2640","2641","2603"
"280","1162","1161","1199","1124","1237","1275","1200","1238","1276","1314"
"281","2653","2686","2687","2647","2646","2684","2649","2644","2605","2643"
"282","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"283","401","476","439","478","479","441","477","515","516","517"
"284","1125","1155","1163","1117","1079","1201","1239","1041","1003","965"
"285","758","1064","1102","1140","1178","1216","1254","1026","988","950"
"286","1003","1311","1273","965","927","1041","1349","1387","1425","1463"
"287","1152","1114","1076","1038","1000","962","924","886","848","1190"
"288","2372","2979","2333","2334","2335","2373","2374","2328","2289","2375"
"289","651","649","3023","688","652","653","691","729","686","687"
"290","1411","1450","1449","1373","1451","1489","1527","1565","1603","1641"
"291","1729","1691","1653","1615","1577","1539","1501","1463","1425","1387"
"292","1470","1775","1813","1432","1394","1508","1546","1584","1622","1660"
"293","2182","2257","2295","2294","2143","2105","2142","2103","2144","2106"
"294","1257","991","1219","1181","1143","1105","1067","1029","953","915"
"295","2257","2295","2294","2258","2220","2221","2222","2184","2146","2219"
"296","1623","1625","1587","1663","1661","1699","1737","2945","1585","1547"
"297","1395","817","1357","1433","1471","1509","1547","1585","1623","1661"
"298","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"299","1009","1011","1047","971","933","895","973","935","897","859"
"300","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"301","1303","1266","1265","1304","1341","1342","2949","1380","1379","2992"
"302","1954","2179","2216","1992","1916","1878","1840","1802","1764","1726"
"303","927","965","1003","1041","1079","1117","1155","1193","1231","3035"
"304","377","379","341","380","416","415","342","378","2935","453"
"305","1821","1824","1783","1745","1786","1748","1710","1862","1900","1938"
"306","1199","1200","1238","1161","1276","1237","1275","1314","1352","1390"
"307","1167","1129","1205","1091","1053","1015","977","1168","1130","1092"
"308","337","380","341","379","416","415","342","453","492","490"
"309","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"310","1454","1456","1494","1532","1418","1380","2949","1342","1304","1266"
"311","1449","1445","1411","1407","1369","1373","1331","1293","1255","1217"
"312","337","380","341","379","416","415","342","453","492","490"
"313","1013","1047","1051","1009","971","933","895","975","937","899"
"314","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"315","2736","2651","2652","2773","2774","2688","2653","2654","2617","2649"
"316","931","932","894","856","969","1007","1045","1083","1121","1159"
"317","649","653","652","691","729","3023","688","651","686","687"
"318","970","972","1010","934","1008","1046","896","1084","1122","1160"
"319","595","672","634","597","633","670","708","746","745","707"
"320","1056","758","1094","1132","1170","2932","1208","1246","1284","1322"
"321","1220","1222","1258","1184","1296","1334","1372","1410","3039","1448"
"322","115","155","154","156","117","118","119","2966","83","116"
"323","426","387","349","425","424","385","384","2978","345","306"
"324","641","2736","2773","2774","679","716","677","603","642","715"
"325","1129","1396","1434","1358","1091","1053","1015","977","1472","1510"
"326","2360","2662","2398","2436","2322","2284","2663","2246","2247","2207"
"327","1411","1450","1449","1373","1451","1489","1527","1565","1603","1641"
"328","1141","1179","1103","1065","1027","989","951","913","1217","1255"
"329","1669","1722","1707","1685","1647","1609","1571","1533","1495","1457"
"330","413","414","452","490","453","415","416","379","341","380"
"331","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"332","17","20","15","13","12","10","2976","23","21","19"
"333","1009","1011","1047","971","933","895","973","935","897","859"
"334","1092","2570","2608","1054","1130","1016","1168","978","940","2607"
"335","2041","2118","2003","2079","2156","2194","2195","2233","2234","2197"
"336","1354","1008","1046","1316","970","1278","1392","1430","1468","1506"
"337","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"338","2112","2037","2074","2075","1999","1998","1961","1923","1885","1847"
"339","641","773","679","716","811","849","887","925","677","603"
"340","2204","2275","2242","2241","2279","2317","2354","2392","2316","2315"
"341","1257","927","1219","965","1181","1143","1105","1067","1029","991"
"342","1729","1691","1653","1615","1577","1539","1501","1463","1425","1387"
"343","1878","1879","1841","1916","1954","1992","1840","1802","1764","1726"
"344","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"345","733","925","887","849","811","773","771","809","772","734"
"346","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"347","1165","1166","2977","1128","1090","1052","1014","976","1127","1089"
"348","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"349","296","295","332","293","330","329","291","3009","297","290"
"350","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"351","148","186","146","145","182","143","180","103","102","63"
"352","1129","1396","1434","1358","1091","1053","1015","977","1472","1510"
"353","962","2373","2335","2374","2334","2372","2333","924","886","848"
"354","2488","962","2526","924","886","848","1000","1038","1076","1114"
"355","770","673","710","671","808","846","884","922","960","998"
"356","1098","1099","1136","1061","1174","1137","1023","985","947","909"
"357","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"358","337","380","341","379","416","415","342","453","492","490"
"359","2521","882","920","958","844","843","881","919","957","806"
"360","1303","1266","1265","1304","1341","1342","2949","1380","1379","2992"
"361","847","883","921","959","997","1035","1073","2936","3007","1149"
"362","2689","2690","2691","2692","2693","2655","2726","2725","2724","2964"
"363","451","489","526","525","563","600","599","636","674","635"
"364","334","335","333","370","331","368","367","366","328","327"
"365","19","1869","1907","1945","1906","1944","1868","1830","1982","2020"
"366","1199","1200","1238","1161","1276","1237","1275","1314","1352","1390"
"367","2430","2011","2049","2391","2930","2431","2469","2126","2164","2048"
"368","776","846","808","738","770","884","922","960","998","1036"
"369","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"370","798","831","793","869","907","945","983","1021","1059","1097"
"371","337","380","341","379","416","415","342","453","492","490"
"372","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"373","1395","1125","1357","1163","1433","1471","1509","1201","1239","1547"
"374","733","770","808","846","771","809","884","922","960","998"
"375","1950","1988","2026","2064","1989","1951","2997","1914","1913","2971"
"376","569","3016","646","684","531","493","532","570","608","494"
"377","337","380","341","379","416","415","342","453","492","490"
"378","401","476","439","478","479","441","477","515","516","517"
"379","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"380","2487","2525","2524","2523","2485","2564","2527","2528","2529","2568"
"381","970","972","1010","934","1008","1046","896","1084","1122","1160"
"382","37","114","76","74","35","32","28","26","66","24"
"383","1309","1326","1288","1347","1385","1423","1461","1499","1537","1575"
"384","794","757","756","793","831","869","907","945","983","1021"
"385","766","767","2987","805","804","806","844","882","920","958"
"386","2596","2487","2525","2524","2523","2485","2597","2939","2599","2564"
"387","957","843","881","919","844","882","920","958","806","767"
"388","1129","1147","1185","1223","1261","1299","2988","1337","1375","1413"
"389","148","186","146","145","182","143","180","103","102","63"
"390","2625","2665","2666","2667","2706","2624","2664","2586","2942","2548"
"391","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"392","2487","2525","2524","2523","2485","2564","2527","2528","2529","2568"
"393","1129","1396","1434","1358","1091","1053","1015","977","1472","1510"
"394","809","812","850","771","733","732","694","656","770","808"
"395","379","416","341","380","415","342","453","492","490","491"
"396","1824","1402","1786","1440","1748","1710","1862","1900","1938","1976"
"397","17","20","15","13","12","10","2976","23","21","19"
"398","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"399","741","743","780","781","819","742","818","856","894","932"
"400","1098","1099","1136","1061","1174","1137","1023","985","947","909"
"401","1321","1092","1283","1054","1245","1207","1130","1016","1168","978"
"402","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"403","766","767","2987","805","804","806","844","882","920","958"
"404","2822","2826","2783","2825","2789","2828","2829","2787","2785","2823"
"405","1472","1167","1510","1205","1548","1434","1396","1358","1168","1130"
"406","685","686","724","725","763","687","649","3023","688","764"
"407","755","756","717","757","794","718","680","754","793","831"
"408","135","173","134","132","131","169","168","167","204","203"
"409","560","484","561","521","520","482","481","447","443","446"
"410","1504","1769","1731","1693","1655","1617","1542","1580","1618","1656"
"411","2619","2620","2657","2732","2770","2731","2768","2767","2728","2727"
"412","447","524","562","523","487","484","522","446","483","445"
"413","929","930","968","891","1006","1044","1082","1120","1158","1196"
"414","2008","2394","1970","2355","2356","2318","2280","1932","1894","1931"
"415","22","24","26","66","28","32","35","74","37","18"
"416","405","437","474","473","472","475","444","3017","514","552"
"417","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"418","2182","1454","1416","1378","1340","1302","1264","1492","1530","1568"
"419","15","52","51","54","17","19","13","12","21","10"
"420","1152","1114","1076","1038","1000","962","924","886","848","1190"
"421","1140","1178","1216","1102","1064","1254","1026","988","950","912"
"422","554","557","558","592","596","559","555","556","553","590"
"423","337","380","341","379","416","415","342","453","492","490"
"424","957","2731","919","881","843","844","882","920","958","2768"
"425","153","195","192","196","197","159","121","123","162","125"
"426","741","743","780","781","819","742","818","856","894","932"
"427","1040","1205","1002","1167","964","1078","1116","1154","1192","1230"
"428","85","87","124","84","122","120","157","158","194","88"
"429","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"430","484","520","521","482","481","560","561","447","443","446"
"431","2619","2620","2657","2732","2770","2731","2768","2767","2728","2727"
"432","2416","2334","2417","2372","2333","2418","2335","2373","2374","2415"
"433","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"434","1472","1984","1510","1946","1908","1548","1983","2021","1434","1396"
"435","1203","1204","1242","2967","1280","1318","1356","1394","1432","1470"
"436","1354","1008","1046","1316","970","1278","1392","1430","1468","1506"
"437","1205","1242","1167","2967","1280","1318","1356","1394","1432","1470"
"438","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"439","986","2617","1024","948","1062","1100","1138","910","1176","1214"
"440","303","375","304","340","2935","378","377","376","339","412"
"441","2282","652","2243","653","691","729","651","766","2987","727"
"442","1623","1660","1698","1661","1699","1737","2945","1736","1622","1584"
"443","1257","1333","1219","1295","1181","1143","1105","1067","1029","991"
"444","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"445","1433","1434","1396","1471","1509","1358","1395","1357","1547","1585"
"446","2614","2615","2575","2576","2539","2537","2578","2577","3002","2613"
"447","451","489","526","525","563","600","599","636","674","635"
"448","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"449","1003","1311","1273","965","927","1041","1349","1387","1425","1463"
"450","1205","1242","1167","2967","1280","1318","1356","1394","1432","1470"
"451","1066","1029","1067","1105","1143","1181","1219","1257","1104","1142"
"452","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"453","2660","2619","2657","2732","2770","2731","2768","2767","2728","2727"
"454","2253","2488","2526","2972","2290","2251","2449","2954","2486","2447"
