,aay,Ama,Ance,Antp,apt,Blimp-1,bmm,bowl,brk,Btk29A
40,1254,1216,1102,3038,1140,1064,1026,1330,1178,988
41,413,452,450,375,412,3037,451,414,488,337
42,722,684,836,608,798,912,950,988,874,1026
43,3019,38,37,33,114,36,76,74,75,30
44,722,798,684,836,760,683,608,646,797,874
45,722,684,608,798,494,836,532,570,683,760
46,2961,3019,114,37,76,190,266,38,33,75
47,2961,684,722,608,836,798,950,912,988,1026
48,722,836,684,798,912,950,874,608,988,760
49,266,190,304,228,342,3013,227,494,152,418
50,2961,1254,1102,1558,1216,3038,988,1026,1482,836
51,944,868,982,1020,906,829,830,867,1058,869
52,114,37,76,73,74,75,2933,110,35,71
53,2961,722,684,836,1102,1254,988,1026,950,912
54,1974,2050,1937,1898,1936,1975,1861,1899,1823,2013
55,1444,1292,1329,1406,1368,1330,1405,3038,1482,1443
56,900,862,863,824,938,825,861,899,901,786
57,684,266,722,608,304,494,342,2961,532,418
58,794,755,717,718,793,831,680,832,756,679
59,152,75,113,2933,150,76,190,114,151,3013
60,2961,684,722,836,1102,608,1254,988,950,1026
61,3019,38,37,33,36,114,76,74,30,35
62,2933,75,110,76,114,73,150,152,112,71
63,1558,1634,1596,1672,1520,1482,1710,1444,1748,1406
64,2961,190,76,114,3019,37,266,75,152,228
65,2961,684,722,836,608,988,950,798,912,1102
66,260,221,298,296,259,258,297,223,222,220
67,1211,1173,1249,1325,1135,1287,1363,1401,1248,1210
68,832,833,870,757,794,756,681,871,795,908
69,1558,1482,1254,1444,1520,3038,1368,1596,1330,1406
70,526,488,487,640,449,564,450,678,3037,525
71,2944,1592,1593,1668,1630,1554,1706,1744,1631,1516
72,2961,1558,1254,1482,1596,1634,1520,1672,3038,1444
73,2166,2052,2090,1976,1558,1862,1938,2204,1672,1748
74,266,190,228,304,3013,152,342,76,75,114
75,1784,1822,1898,1936,1974,1708,1860,1747,1861,1746
76,413,452,375,414,412,376,450,337,377,451
77,1211,1173,1249,1248,1135,1325,1210,1287,1172,1401
78,1167,1206,1205,2994,1168,1244,1129,1243,1282,1207
79,266,228,190,304,3013,227,342,152,265,418
80,755,679,754,716,640,678,717,792,641,830
81,61,99,60,100,59,137,98,138,136,58
82,722,684,608,798,836,760,683,646,494,570
83,684,722,608,494,418,456,532,570,646,683
84,1558,1482,1520,1444,1596,1254,1368,1634,1406,3038
85,2204,2280,2166,2242,2356,2318,2165,2090,2394,2241
86,266,304,684,342,608,190,228,494,722,418
87,1928,1890,1929,1891,1852,1966,2004,1967,1853,2998
88,2961,1558,1596,1482,1634,1672,1520,1254,1444,1710
89,2961,722,684,836,950,608,988,912,798,1102
90,1248,1210,1172,2963,1209,1171,1134,1286,1247,1095
91,1505,1429,1467,1391,1504,1466,1542,1428,1390,1543
92,867,829,828,868,905,866,981,944,904,943
93,266,190,228,3013,304,152,227,342,75,76
94,1254,1102,1216,1026,1064,1140,988,950,1178,3038
95,2961,1558,2166,2052,2090,2204,1596,1672,1634,1976
96,266,227,304,228,265,342,3013,303,189,380
97,2052,1976,1938,1862,2090,1900,2014,2166,1748,1824
98,190,152,76,75,114,3013,228,266,37,113
99,483,408,446,407,371,445,369,522,370,331
100,1441,1517,2944,1479,1403,1555,1478,1593,2989,1554
101,296,259,258,295,334,257,260,335,221,298
102,2961,1558,1254,1482,3038,1596,1102,1520,1216,1444
103,2961,1558,1596,1482,1634,1672,1520,1254,1710,1444
104,2961,3019,266,190,76,114,304,228,684,37
105,1254,1216,3038,1102,1140,1330,1558,1482,1368,1064
106,684,722,608,836,798,494,912,950,532,570
107,722,684,608,836,798,912,494,950,988,874
108,2961,722,684,836,608,988,950,1102,912,1026
109,418,341,456,380,417,342,379,303,340,304
110,2961,722,684,1254,1102,836,988,1558,1026,1216
111,2961,1558,1254,1482,1102,3038,1216,1596,1520,1444
112,2961,3019,114,37,76,190,38,75,266,152
113,1102,1254,1026,988,950,1216,1064,1140,836,912
114,2961,1558,1254,1482,1596,1634,1520,1672,1444,3038
115,2961,266,190,3019,76,114,228,304,152,37
116,787,863,825,788,749,786,864,748,711,826
117,722,836,684,798,912,950,608,988,874,1026
118,456,494,418,417,493,455,454,341,532,531
119,2961,266,684,722,608,304,190,342,494,228
120,103,142,65,180,64,141,102,140,104,63
121,2961,722,684,836,1102,1254,988,950,1026,912
122,2961,2905,2166,2204,2090,1558,2052,2280,1976,2394
123,2961,190,76,114,266,37,3019,152,75,228
124,148,149,224,112,111,186,151,188,187,2957
125,114,76,37,75,190,152,38,74,73,3013
126,2961,1558,1254,1482,1596,3038,1520,1102,1444,1216
127,759,721,797,798,760,683,722,645,720,835
128,1558,1596,1634,1482,1672,1520,1710,1748,1444,1254
129,299,261,262,338,223,301,300,337,185,376
130,2961,684,722,608,266,836,494,798,304,342
131,798,836,722,797,760,874,912,950,759,721
132,2961,722,684,836,608,1102,988,950,1254,1026
133,684,722,608,836,494,798,266,532,912,570
134,759,721,720,797,645,2938,796,760,798,683
135,870,833,909,871,908,832,947,946,984,985
136,2961,1558,1254,1482,1102,3038,1216,1596,1520,1444
137,2961,2166,2204,2090,2052,2280,2394,1976,2546,1938
138,1102,1254,1216,1064,1140,1026,1178,950,988,3038
139,3019,33,38,36,30,2937,37,74,35,16
140,2961,1558,1254,1482,1102,3038,1596,1216,1520,1444
141,1135,1172,1211,1248,1210,1173,1097,1134,1249,1287
142,2961,1558,1254,1102,722,1482,684,1216,3038,1596
143,2961,2905,2908,3019,684,722,1558,266,608,1254
144,2961,1254,1558,1102,3038,1482,1216,1444,1520,1140
145,2961,190,266,76,114,228,152,75,37,3013
146,2961,1558,2905,1254,1596,1482,1634,1672,1520,1102
147,2961,2905,2908,1558,2166,1596,1254,1482,2204,684
148,3019,114,37,76,2961,190,38,75,152,266
149,266,304,342,684,608,494,722,418,228,190
150,1558,1596,1482,1634,1520,1672,1254,1444,1710,1748
151,2961,266,684,722,608,304,190,342,494,228
152,1558,1482,1596,1254,1520,1634,1672,1444,3038,1368
153,415,378,416,453,377,492,414,2935,379,454
154,722,684,608,494,798,836,683,760,646,532
155,2961,266,190,228,304,76,3019,114,152,3013
156,2166,2204,2090,2052,2280,2394,1976,2961,2546,1938
157,1672,1748,1862,1710,1634,1824,1786,1900,1938,1596
158,2052,1976,2166,2090,1938,1862,2014,1900,2204,1824
159,2962,1511,1512,1549,1473,1588,1587,1664,1550,1510
160,836,950,988,912,1026,722,1102,1064,798,874
161,2961,1558,1596,1482,1634,1672,1520,1254,1710,1748
162,2961,684,722,608,266,494,304,342,836,532
163,2961,3019,266,190,684,722,304,608,228,76
164,2204,2394,2280,2166,2356,2432,2546,2090,2584,2052
165,1558,1482,1520,1596,1444,1634,1672,1406,1368,1330
166,1404,1290,1366,1213,1403,1327,1365,1441,1328,1175
167,722,836,798,912,684,950,874,760,988,1026
168,722,836,684,798,912,950,874,608,760,988
169,190,266,228,3013,152,76,75,304,114,227
170,2961,684,722,608,836,266,798,494,950,912
171,1254,1102,1216,988,1026,836,1064,950,3038,1140
172,2961,266,190,228,76,304,114,152,3013,75
173,114,76,37,190,75,152,38,266,228,3013
174,1510,1472,1511,1473,1548,1549,1435,1434,1586,2962
175,2961,266,190,228,304,3013,152,76,342,114
176,836,950,722,988,912,1026,1102,1064,798,1254
177,373,410,409,448,447,372,486,411,334,374
178,1558,1482,1596,1520,1634,1254,1444,1672,3038,1368
179,1558,1482,1596,1634,1520,1672,1444,1254,1710,1368
180,2961,684,722,266,608,836,190,304,494,3019
181,2961,266,684,190,304,722,608,342,228,494
182,2961,3019,37,114,76,33,38,190,75,36
183,2961,722,684,836,1254,1102,988,1026,950,1216
184,2961,1254,1558,1102,1216,1482,3038,1140,1026,1444
185,1672,1558,1634,1596,1710,1748,1786,1862,1824,1520
186,684,722,608,266,494,304,342,532,418,836
187,2961,266,684,190,722,608,304,3019,228,342
188,1254,1102,1216,1026,1140,1064,1178,950,988,3038
189,68,69,34,29,32,66,72,35,28,70
190,2961,684,722,608,836,266,494,798,304,532
191,1441,1403,1402,1478,1440,1365,1326,1327,1516,1364
192,1102,1254,836,988,1026,950,722,1064,912,1216
193,1254,1558,3038,1216,1482,1102,1444,1330,1368,1140
194,266,190,304,228,342,3013,152,227,494,418
195,722,684,836,798,912,950,608,988,874,1026
196,836,722,950,912,988,798,1026,684,1102,1064
197,2961,722,684,836,608,950,988,912,798,1026
198,1102,1254,1026,950,988,1064,1216,1140,912,836
199,190,76,114,37,75,152,266,228,3013,38
200,684,722,608,836,798,494,912,950,532,266
201,190,114,76,37,75,152,266,228,3019,3013
202,828,829,867,866,904,790,905,791,789,868
203,798,797,759,760,722,721,836,835,874,683
204,1558,1596,1482,1634,1520,1672,1254,1444,1710,1748
205,2961,684,722,836,608,1102,1254,988,950,1026
206,264,225,226,302,189,263,187,188,340,2935
207,266,228,190,304,3013,227,342,152,265,113
208,304,266,342,227,418,380,265,228,303,456
209,266,304,342,228,494,684,608,190,418,722
210,902,864,940,865,863,978,827,826,901,903
211,452,413,451,450,414,489,528,490,375,566
212,2961,266,190,228,304,3013,342,152,76,114
213,831,907,869,793,945,870,983,830,755,908
214,949,987,950,1025,1063,1026,912,911,1101,1064
215,266,190,228,304,3013,152,342,227,75,76
216,412,3037,374,411,413,450,449,337,448,373
217,674,712,635,636,560,675,750,598,597,713
218,494,608,684,418,722,342,266,304,456,532
219,684,608,722,494,418,532,342,456,570,266
220,2961,1558,1596,1482,1634,1520,1672,1254,1444,1710
221,2961,2166,2204,2090,2280,2052,2584,2394,2546,2905
222,2961,3019,190,266,76,114,37,228,152,75
223,266,190,304,228,342,3013,152,227,76,75
224,341,340,379,303,302,264,265,380,2935,416
225,182,180,143,181,220,105,141,218,142,106
226,190,76,114,152,75,37,266,228,3013,113
227,266,304,342,494,418,608,684,228,456,722
228,1404,1441,1403,1366,1365,1479,1480,1327,1290,1328
229,828,829,867,866,790,904,791,789,905,868
230,836,722,950,988,912,1026,1102,798,684,1064
231,836,950,912,988,722,1026,798,1102,1064,874
232,722,684,836,950,988,912,798,1026,1102,608
233,2961,266,190,684,304,722,608,228,342,3019
234,828,827,789,866,865,904,903,790,942,3029
235,190,266,228,3013,152,304,75,227,76,113
236,722,2961,684,836,950,988,608,912,1102,1026
237,2961,684,722,266,608,836,494,304,342,798
238,3019,38,33,37,114,36,76,74,30,75
239,2961,2166,2204,2090,2052,2905,2280,1558,2394,2546
240,639,677,716,678,754,602,525,601,753,676
241,1254,1102,1216,1026,3038,1140,1064,988,950,1330
242,684,722,608,494,836,798,532,570,683,760
243,684,722,608,266,494,836,798,304,342,532
244,1558,1672,1634,1596,1862,1710,1748,1976,2052,1938
245,3019,33,38,36,37,30,2937,114,74,16
246,2961,266,684,722,608,304,494,342,190,228
247,2961,684,722,608,266,836,494,304,342,798
248,2961,1254,722,1102,684,836,988,1558,1026,1216
249,863,825,787,786,862,824,900,901,864,749
250,2961,3019,37,114,76,38,190,33,75,152
251,414,452,453,375,413,377,490,376,528,451
252,950,1026,912,988,836,1102,1064,874,1140,798
253,1558,1596,1634,1672,1482,1520,1710,1748,1444,1862
254,2961,684,722,836,1254,1102,608,988,1558,1026
255,2961,266,190,228,304,76,3013,152,114,342
256,722,836,684,950,912,988,798,1026,1102,874
257,758,796,2938,720,759,834,719,721,795,682
258,2961,266,684,190,304,608,722,228,342,494
259,1558,1596,1482,1634,1520,1672,1254,1444,1710,3038
260,2961,266,684,722,608,304,190,342,494,228
261,1175,1213,1251,1137,1212,1289,1174,1250,1327,1099
262,379,341,416,454,415,455,417,492,378,340
263,831,870,794,793,832,755,908,717,869,907
264,1254,1102,1216,1026,988,3038,1064,1140,950,836
265,266,684,608,304,722,342,494,228,190,418
266,37,38,114,76,74,36,35,73,75,3019
267,1329,1405,1367,1443,1480,1291,1481,1518,1366,1519
268,2961,3019,266,190,114,76,37,33,228,304
269,2961,190,76,114,266,37,3019,152,75,228
270,834,796,872,948,910,835,758,795,833,986
271,1510,1472,1434,1548,1509,1396,3004,1358,1471,1433
272,1432,1469,1508,1356,1470,2967,1431,1318,1507,1242
273,152,75,190,76,114,3013,113,228,150,2933
274,2957,186,185,224,148,187,262,111,147,146
275,228,190,3013,266,227,152,304,113,151,265
276,755,679,754,717,716,792,640,793,830,678
277,253,3009,215,291,292,290,251,216,252,329
278,35,32,36,38,30,28,74,34,68,2937
279,190,266,228,3013,152,76,75,304,114,227
280,2961,684,722,608,266,836,494,798,304,342
281,487,486,525,449,526,524,448,488,602,639
282,789,827,828,713,3029,675,751,752,865,750
283,2961,1558,1596,1482,1634,1520,1672,1254,1444,1710
284,684,722,608,836,494,798,266,532,912,570
285,865,827,903,941,866,902,904,828,789,942
286,950,912,1026,988,836,1064,874,1102,798,1140
287,1212,1288,1250,1174,1175,1326,1136,1251,1098,1173
288,1672,1634,1748,1710,1596,1558,1786,1824,1862,1900
289,948,834,835,911,986,949,873,910,1024,872
290,409,447,410,448,486,373,372,485,484,411
291,684,722,608,836,494,798,532,570,912,760
292,1254,1216,1102,3038,1140,1064,1026,1330,1368,988
293,863,787,825,864,788,901,786,749,826,862
294,950,912,836,988,1026,874,1064,798,1102,1140
295,1465,1504,1542,1466,1503,1580,1541,1428,1427,1389
296,266,190,304,228,342,3013,227,152,494,418
297,38,37,74,36,35,114,73,76,32,30
298,2961,1254,1558,1102,1216,722,3038,988,836,1026
299,114,76,37,190,75,152,38,3019,266,228
300,1510,1472,1434,1548,1473,1435,3004,1511,1396,1358
301,722,684,836,798,912,608,760,874,950,683
302,902,864,826,863,827,865,940,901,978,3029
303,870,908,946,984,832,909,833,831,871,794
304,1515,1553,1590,1514,1552,1628,1476,1591,1477,1513
305,745,707,592,517,554,782,783,746,555,744
306,684,722,608,266,494,304,342,836,532,798
307,2961,722,836,1102,684,988,1254,950,1026,912
308,2318,2356,2241,2242,2280,2317,2355,2204,2394,2279
309,1254,1216,3038,1178,1140,1102,1292,1330,1368,1064
310,378,416,377,415,2935,263,339,453,379,376
311,34,72,71,68,35,73,110,74,69,32
312,1440,1402,1478,1516,1401,1439,1515,1363,1326,1554
313,949,987,911,1025,835,1063,873,950,986,948
314,1206,2994,1244,1167,1205,1282,1320,1207,1168,3004
315,828,904,866,867,942,829,980,981,865,905
316,836,950,988,722,1102,1026,912,1064,1254,798
317,180,142,141,103,143,105,182,218,65,181
318,266,190,228,304,3013,342,227,152,75,265
319,38,37,3019,114,76,36,74,33,75,35
320,2961,1558,1596,1634,1672,1482,1710,1520,1748,1862
321,1254,1216,3038,1102,1330,1140,1368,1292,1444,1178
322,113,151,150,152,149,188,2933,75,112,148
323,492,453,491,415,530,568,490,605,719,682
324,1254,1102,1216,1026,988,3038,1064,1140,950,836
325,266,304,190,228,342,3013,494,684,608,418
326,833,832,757,870,794,871,795,681,756,758
327,1254,1102,1558,1216,3038,1482,1140,1026,1064,1330
328,266,190,228,3013,304,152,342,227,75,76
329,1329,2943,1215,1292,1254,1291,1177,3038,1178,1253
330,1813,1852,1851,1814,1775,2947,1890,1928,2945,1889
331,1205,1242,1281,1319,1243,1167,1318,1357,1433,1166
332,2961,684,722,608,266,494,836,304,342,798
333,1558,1596,1482,1634,1520,1672,1444,1254,1710,1748
334,59,58,57,96,98,56,60,95,61,94
335,2961,684,722,608,836,798,950,912,988,1026
336,2961,1254,1102,722,836,988,1216,1026,684,950
337,684,722,608,494,266,836,532,342,304,798
338,250,212,213,211,251,174,249,173,288,175
339,1509,1547,1471,1546,1508,1585,1622,1623,1548,1661
340,2052,1862,1558,1976,1672,1938,1748,1710,1634,2090
341,418,342,304,380,456,341,266,303,417,494
342,266,304,228,190,342,3013,227,418,152,265
343,902,978,940,1016,864,901,1206,863,865,903
344,2989,1708,1632,1670,2956,1556,2996,1594,1707,1784
345,2961,190,76,114,37,266,75,152,3019,228
346,2089,2050,2013,1975,2051,2088,2127,1974,2128,1937
347,3019,33,38,36,37,30,2937,114,74,76
348,2905,2908,2850,2584,2774,2812,2546,2773,2736,2698
349,223,261,222,299,297,262,298,185,336,184
350,1024,986,948,1062,1100,1138,910,1063,1025,949
351,1748,1672,1900,1862,1824,1786,1710,1634,1938,1671
352,722,684,836,608,798,912,760,950,874,494
353,190,266,228,3013,152,304,75,76,227,114
354,148,149,224,151,188,112,111,113,187,150
355,337,261,299,336,297,412,374,338,223,375
356,1558,1596,1482,1520,1634,1672,1444,1406,1710,1368
357,2204,2280,2166,2394,2356,2090,2052,2432,2318,2546
358,722,684,798,836,608,760,683,646,912,874
359,684,722,608,266,494,304,342,836,532,798
360,2961,722,684,836,988,1102,950,608,1026,1254
361,2961,722,684,836,608,988,950,1102,912,1026
362,722,684,608,836,798,912,950,494,988,874
363,1595,3030,1671,1633,1519,1557,1634,1709,1672,1594
364,722,684,608,836,798,912,950,988,494,874
365,377,414,378,453,376,339,415,375,416,452
366,2961,266,190,304,228,342,3013,152,684,76
367,722,836,684,950,988,912,1026,1102,798,1064
368,684,722,608,266,494,304,342,418,532,570
369,1329,1405,1367,1443,1480,1518,1481,1404,1519,1366
370,1444,1482,1558,1406,1368,1520,1330,3038,1254,1292
371,1209,1171,1247,2963,1285,1323,1248,1133,1361,1322
372,455,530,454,493,456,417,531,569,492,645
373,722,836,684,950,988,912,1026,1102,798,1064
374,684,722,608,266,494,304,342,532,836,418
375,984,946,870,908,1060,1098,1022,909,947,1023
376,482,520,445,3017,481,558,596,559,521,557
377,1102,1254,988,836,1026,950,1064,722,1216,1140
378,2166,2204,2280,2090,2052,2394,2356,1976,2014,2432
379,2166,2052,2090,1976,1862,1938,2204,1558,1672,2014
380,114,76,37,190,75,152,38,228,3013,266
381,1254,3038,1216,1330,1368,1444,1292,1406,1482,1140
382,2961,3019,266,190,76,114,37,228,304,152
383,1215,3014,1329,1177,1291,1139,1253,2943,1252,1101
384,758,719,757,681,795,833,796,834,2938,720
385,418,342,456,494,304,380,266,417,341,532
386,722,836,684,798,912,950,608,874,760,988
387,2961,722,684,836,988,950,1102,608,912,1026
388,2961,1558,1482,1596,1254,1634,1520,1672,1444,3038
389,684,722,608,266,494,304,342,532,418,570
390,560,522,521,598,674,636,483,523,635,597
391,1102,1026,1254,1064,950,1140,1216,988,912,1178
392,1254,1216,1102,3038,1140,1064,1026,1178,1330,1292
393,2961,3019,190,266,76,114,37,152,228,75
394,2961,722,1254,1102,836,684,988,1026,950,1216
395,3019,37,38,114,76,33,36,74,75,35
396,414,377,376,375,453,452,378,339,413,415
397,1206,978,902,1016,1168,940,1167,2994,1054,1207
398,1558,1254,1482,3038,1444,1520,1368,1330,1216,1406
399,2961,266,304,190,684,342,228,608,722,494
400,1558,1596,1672,1634,1710,1748,1862,1482,1786,1520
401,519,557,556,480,633,481,709,671,594,2941
402,1505,1542,1504,1580,1770,1543,1619,1732,1656,1581
403,2961,1558,1254,1482,1102,1596,3038,1216,1520,1634
404,836,950,722,912,798,988,874,1026,684,1064
405,2961,266,684,190,304,722,608,228,342,494
406,722,684,836,608,798,912,950,874,988,760
407,1558,1672,1862,1634,1710,1748,1596,1976,2052,1938
408,755,679,717,754,716,793,640,792,641,830
409,2961,3019,266,190,76,114,37,228,304,152
410,3019,33,36,38,2937,30,16,6,4,37
411,947,909,1023,871,985,948,833,1061,1024,986
412,1558,1596,1634,1672,1482,1520,1710,1748,1444,1862
413,2961,3019,37,114,76,38,190,75,152,33
414,1175,1213,1137,1290,1251,1252,1214,1099,1138,1176
415,149,148,151,113,188,150,112,224,2933,152
416,190,266,228,3013,152,304,75,76,114,227
417,2961,266,684,722,3019,608,190,304,836,228
418,755,754,679,716,640,678,717,792,641,830
419,779,818,856,780,817,819,741,894,857,781
420,2961,3019,266,190,684,304,228,76,114,608
421,1558,1596,1634,1482,1672,1520,1710,1444,1748,1406
422,722,684,836,950,798,608,912,988,1026,1102
423,2961,722,684,836,1102,1254,988,950,1026,912
424,266,304,494,684,342,608,418,722,532,456
425,950,836,988,1026,912,1102,1064,1140,1254,722
426,2961,684,722,608,266,494,304,836,342,798
427,176,137,214,175,101,252,213,2973,251,136
428,190,228,3013,266,152,227,75,304,113,76
429,1254,1102,1216,1026,1140,1064,950,988,1178,3038
430,2961,3019,266,190,76,114,37,228,304,152
431,859,860,898,897,821,935,936,822,784,745
432,35,74,34,32,73,72,68,71,38,37
433,836,1102,722,988,950,1026,1254,912,1064,1216
434,2961,266,190,304,684,228,608,342,722,494
435,2961,684,722,608,266,494,836,304,342,798
436,2961,1254,1102,722,836,988,1026,950,1216,1064
437,266,304,342,228,494,418,190,608,227,456
438,1254,1102,836,722,988,1026,950,1216,1064,2961
439,1402,1326,1288,1440,1478,1364,1250,1403,1441,1365
440,722,684,836,798,608,912,950,874,988,760
441,1558,1254,1482,3038,1444,1520,1216,1596,1368,1330
442,2961,684,266,722,608,304,494,342,836,190
443,684,266,608,722,494,304,342,418,532,570
444,2166,2052,2090,1976,2204,1862,1938,1558,1672,2014
445,2961,3019,33,38,37,36,114,76,30,74
446,486,448,449,487,3037,447,411,410,524,373
447,1098,1060,984,1136,1022,946,1174,1175,1023,1061
448,190,266,228,3013,152,76,304,75,114,227
449,266,342,494,418,304,456,608,684,380,532
450,113,152,151,150,75,3013,190,2933,149,188
451,266,304,190,228,342,3013,494,418,227,608
452,722,836,684,950,988,912,1026,1102,798,1064
453,1558,1596,1634,1672,1710,1482,1748,1520,1862,1786
454,832,870,794,833,757,756,908,831,681,793
455,2961,684,722,608,836,266,798,950,988,912
456,1558,1254,1482,1520,3038,1596,1444,1368,1216,1330
457,829,828,867,791,830,868,792,790,866,753
458,722,684,608,494,798,836,532,570,683,760
459,759,798,797,721,760,722,683,835,645,836
460,2961,3019,190,266,76,114,37,152,75,228
461,223,261,222,297,298,299,260,262,184,185
462,492,530,453,415,454,491,416,568,455,682
463,949,1063,1025,987,1101,911,1139,986,1024,3014
464,266,190,304,228,342,3013,152,227,494,684
465,266,228,304,227,3013,342,190,265,418,303
466,2961,684,722,608,266,836,494,304,798,342
467,797,798,835,759,912,874,836,950,873,949
468,684,722,608,266,836,494,798,304,342,532
469,2905,2908,2850,2774,2812,2926,2888,2773,2849,2736
470,76,114,75,152,190,37,2933,113,3013,150
471,2961,1558,1596,1254,1482,1634,1672,1520,1710,1444
472,755,794,717,793,718,831,679,832,870,680
473,2961,1558,1254,1482,1102,3038,1216,1596,1520,1444
474,797,835,759,873,798,874,911,912,949,950
475,912,950,797,798,874,836,835,949,759,873
476,530,492,454,455,2938,568,415,453,682,607
477,2052,1976,2166,2090,1938,1862,2014,1900,2204,1748
478,38,35,36,74,37,32,30,73,114,34
479,261,299,297,337,223,336,374,412,338,298
480,2961,722,684,836,1254,1102,988,1026,950,1216
481,2961,684,722,608,266,836,494,798,304,342
482,722,836,1102,988,684,950,1254,1026,912,1064
483,950,836,988,1026,1102,912,1064,1254,1140,722
484,2961,266,684,722,608,304,190,494,342,836
485,1254,1102,1026,1216,1064,1140,988,950,3038,1178
486,2961,266,190,76,228,114,152,304,3013,75
487,1850,1813,1775,1851,1888,2980,1889,1812,2945,1737
488,266,304,342,190,228,494,3013,684,608,418
489,2961,684,266,722,608,304,190,494,836,342
490,2961,684,722,608,266,836,494,304,342,798
491,2961,190,266,76,114,3019,37,152,75,228
492,835,759,797,834,796,873,911,949,798,720
493,3037,412,450,449,488,413,411,374,448,487
494,722,684,608,836,798,912,950,494,760,874
495,836,950,722,988,1026,912,1102,1064,798,684
496,266,304,342,228,190,494,418,608,3013,684
497,494,456,722,646,683,608,493,684,532,418
498,1813,1851,1852,1775,1814,1889,1928,1890,1927,2947
499,759,796,720,797,721,834,835,2938,758,645
500,722,684,836,608,798,912,950,988,874,760
501,266,190,2961,228,304,76,3013,152,114,75
502,2961,266,684,722,608,190,304,342,494,228
503,2961,684,722,608,266,836,494,304,798,950
504,2052,2166,2090,1976,1938,1862,2204,2014,1900,1748
505,37,114,38,76,3019,75,74,36,152,190
506,836,722,950,912,798,988,874,1026,684,1064
507,1254,1102,1558,1216,3038,1482,1140,1026,1064,988
508,950,912,836,988,874,798,1026,1064,1102,722
509,829,830,792,868,867,828,791,754,755,753
510,266,304,342,190,684,228,608,494,722,418
511,2961,684,722,608,266,494,304,836,342,532
512,2961,684,722,608,266,836,494,304,798,342
513,114,76,190,37,75,152,266,228,3013,38
514,1254,1102,1216,3038,1026,1140,1064,988,1558,950
515,944,982,867,829,1020,868,906,1058,830,981
516,950,836,912,988,1026,1102,1064,798,874,722
517,190,266,228,76,152,114,3013,75,37,304
518,2961,1558,1254,1482,1102,3038,1596,1216,1520,1444
519,948,986,1024,1062,910,834,911,872,1100,949
520,266,228,190,304,3013,342,227,152,265,418
521,266,190,228,304,3013,152,76,75,342,114
522,2961,1558,1254,1482,1596,1520,1634,1102,3038,1672
523,1892,1891,1853,1854,1930,1815,1929,1890,1855,1967
524,409,371,446,372,484,408,333,447,522,370
525,2961,266,684,190,722,608,304,228,342,494
526,2961,684,722,608,836,266,988,798,950,912
527,266,304,342,494,228,608,684,418,190,722
528,2584,2546,2204,2166,2394,2280,2090,2356,2432,2052
529,684,722,608,836,494,798,532,570,266,912
530,1558,1482,1444,1520,1406,1368,1596,1330,1254,3038
531,722,684,836,608,798,912,950,874,760,494
532,76,114,75,152,190,37,3013,2933,113,73
533,2961,684,722,608,836,266,798,950,988,912
534,722,836,684,950,988,1102,912,1026,798,1064
535,2961,266,3019,190,684,304,722,608,228,342
536,834,948,833,910,872,871,986,909,795,796
