,EVE1,WNT11,APLNRB,TA,MIXL1,NOTO,ADMP,FOXD5,OSR1,SP5L
630,5,6,4,7,8,13,3,12,14,15
642,54,53,55,56,52,62,46,61,45,63
646,11,12,3,19,10,13,18,2,4,20
648,30,29,31,32,28,38,22,21,37,39
677,3,4,11,2,5,10,12,6,13,18
692,63,64,62,61,60,55,54,56,53,52
693,60,61,59,62,52,63,51,53,54,64
697,55,56,54,53,52,47,63,46,62,48
698,55,56,54,53,52,47,63,46,62,48
701,49,41,57,33,25,17,9,1,50,42
704,63,64,62,61,60,55,54,56,53,52
710,62,61,63,64,60,54,53,55,56,52
726,1,9,17,25,33,41,49,57,2,10
730,1,9,17,25,33,41,49,57,2,10
734,59,60,51,58,61,50,52,62,53,42
736,39,40,38,37,36,47,31,46,30,48
739,3,4,11,2,5,10,12,6,13,18
741,5,6,4,7,8,13,3,12,14,15
756,50,42,58,51,49,43,59,41,57,34
761,60,61,59,62,52,63,51,53,54,64
770,39,40,38,37,36,47,31,46,30,48
835,1,9,17,25,33,41,49,57,2,10
839,11,12,3,19,10,13,18,2,4,20
5,33,41,25,49,17,57,9,1,34,42
7,21,22,20,23,24,29,13,19,28,12
20,3,4,11,2,5,10,12,6,13,18
35,30,29,31,32,28,38,22,21,37,39
36,21,22,20,23,24,29,13,19,28,12
49,52,53,51,54,60,44,55,59,43,61
53,30,29,31,32,28,38,22,21,37,39
63,55,56,54,53,52,47,63,46,62,48
72,50,42,58,51,49,43,59,41,57,34
89,38,37,39,40,36,30,46,29,45,31
102,47,48,46,45,44,39,55,54,38,56
115,3,4,11,2,5,10,12,6,13,18
120,29,30,28,31,32,21,37,27,20,36
121,7,8,6,5,4,15,14,16,13,12
125,53,54,52,55,56,61,45,51,60,44
128,3,4,11,2,5,10,12,6,13,18
130,62,61,63,64,60,54,53,55,56,52
139,7,8,6,5,4,15,14,16,13,12
145,49,41,57,33,25,17,9,1,50,42
146,1,9,17,25,33,41,49,57,2,10
158,55,56,54,53,52,47,63,46,62,48
159,3,4,11,2,5,10,12,6,13,18
172,60,61,59,62,52,63,51,53,54,64
194,1,9,17,25,33,41,49,57,2,10
226,3,4,11,2,5,10,12,6,13,18
227,39,40,38,37,36,47,31,46,30,48
242,53,54,52,55,56,61,45,51,60,44
258,5,6,4,7,8,13,3,12,14,15
277,53,54,52,55,56,61,45,51,60,44
291,60,61,59,62,52,63,51,53,54,64
301,3,4,11,2,5,10,12,6,13,18
319,53,54,52,55,56,61,45,51,60,44
333,11,12,3,19,10,13,18,2,4,20
337,51,52,59,43,50,53,58,42,60,44
344,7,8,6,5,4,15,14,16,13,12
360,11,12,3,19,10,13,18,2,4,20
366,49,41,57,33,25,17,9,1,50,42
368,60,61,59,62,52,63,51,53,54,64
371,53,54,52,55,56,61,45,51,60,44
372,60,61,59,62,52,63,51,53,54,64
376,3,4,11,2,5,10,12,6,13,18
383,53,54,52,55,56,61,45,51,60,44
394,1,9,17,25,33,41,49,57,2,10
395,1,9,17,25,33,41,49,57,2,10
400,59,60,51,58,61,50,52,62,53,42
409,7,8,6,5,4,15,14,16,13,12
414,39,40,38,37,36,47,31,46,30,48
435,50,42,58,51,49,43,59,41,57,34
438,11,12,3,19,10,13,18,2,4,20
452,3,4,11,2,5,10,12,6,13,18
456,39,40,38,37,36,47,31,46,30,48
459,49,41,57,33,25,17,9,1,50,42
471,5,6,4,7,8,13,3,12,14,15
484,55,56,54,53,52,47,63,46,62,48
495,49,41,57,33,25,17,9,1,50,42
497,59,60,51,58,61,50,52,62,53,42
504,60,61,59,62,52,63,51,53,54,64
506,60,61,59,62,52,63,51,53,54,64
510,7,8,6,5,4,15,14,16,13,12
549,5,6,4,7,8,13,3,12,14,15
594,1,9,17,25,33,41,49,57,2,10
610,7,8,6,5,4,15,14,16,13,12
618,5,6,4,7,8,13,3,12,14,15
627,20,21,19,22,28,12,23,27,11,29
633,7,8,6,5,4,15,14,16,13,12
649,53,54,52,55,56,61,45,51,60,44
667,6,5,7,8,4,14,13,15,16,12
679,3,4,11,2,5,10,12,6,13,18
681,3,4,11,2,5,10,12,6,13,18
683,11,12,3,19,10,13,18,2,4,20
689,7,8,6,5,4,15,14,16,13,12
700,39,40,38,37,36,47,31,46,30,48
715,1,9,17,25,33,41,49,57,2,10
724,35,36,43,27,34,37,26,42,44,28
742,3,4,11,2,5,10,12,6,13,18
744,53,54,52,55,56,61,45,51,60,44
749,4,5,3,6,12,7,11,13,14,8
781,54,53,55,56,52,62,46,61,45,63
793,51,52,59,43,50,53,58,42,60,44
814,3,4,11,2,5,10,12,6,13,18
818,6,5,7,8,4,14,13,15,16,12
823,33,41,25,49,17,57,9,1,34,42
831,11,12,3,19,10,13,18,2,4,20
843,47,48,46,45,44,39,55,54,38,56
849,53,54,52,55,56,61,45,51,60,44
12,35,36,43,27,34,37,26,42,44,28
26,34,26,42,35,33,43,27,41,25,50
45,51,52,59,43,50,53,58,42,60,44
51,60,61,59,62,52,63,51,53,54,64
67,11,12,3,19,10,13,18,2,4,20
73,59,60,51,58,61,50,52,62,53,42
77,1,9,17,25,33,41,49,57,2,10
85,53,54,52,55,56,61,45,51,60,44
101,63,64,62,61,60,55,54,56,53,52
103,49,41,57,33,25,17,9,1,50,42
105,1,9,17,25,33,41,49,57,2,10
107,29,30,28,31,32,21,37,27,20,36
132,3,4,11,2,5,10,12,6,13,18
136,3,4,11,2,5,10,12,6,13,18
141,36,37,35,38,44,28,39,43,27,45
166,1,9,17,25,33,41,49,57,2,10
168,54,53,55,56,52,62,46,61,45,63
170,5,6,4,7,8,13,3,12,14,15
180,1,9,17,25,33,41,49,57,2,10
182,60,61,59,62,52,63,51,53,54,64
197,29,30,28,31,32,21,37,27,20,36
211,49,41,57,33,25,17,9,1,50,42
214,11,12,3,19,10,13,18,2,4,20
219,33,41,25,49,17,57,9,1,34,42
235,3,4,11,2,5,10,12,6,13,18
239,29,30,28,31,32,21,37,27,20,36
245,53,54,52,55,56,61,45,51,60,44
247,1,9,17,25,33,41,49,57,2,10
257,11,12,3,19,10,13,18,2,4,20
260,7,8,6,5,4,15,14,16,13,12
268,35,36,43,27,34,37,26,42,44,28
270,51,52,59,43,50,53,58,42,60,44
279,54,53,55,56,52,62,46,61,45,63
315,52,53,51,54,60,44,55,59,43,61
322,60,61,59,62,52,63,51,53,54,64
331,49,41,57,33,25,17,9,1,50,42
338,29,30,28,31,32,21,37,27,20,36
350,21,22,20,23,24,29,13,19,28,12
403,39,40,38,37,36,47,31,46,30,48
405,62,61,63,64,60,54,53,55,56,52
411,60,61,59,62,52,63,51,53,54,64
415,11,12,3,19,10,13,18,2,4,20
421,21,22,20,23,24,29,13,19,28,12
427,33,41,25,49,17,57,9,1,34,42
447,39,40,38,37,36,47,31,46,30,48
465,60,61,59,62,52,63,51,53,54,64
475,3,4,11,2,5,10,12,6,13,18
480,3,4,11,2,5,10,12,6,13,18
481,55,56,54,53,52,47,63,46,62,48
486,1,9,17,25,33,41,49,57,2,10
531,6,5,7,8,4,14,13,15,16,12
543,7,8,6,5,4,15,14,16,13,12
551,21,22,20,23,24,29,13,19,28,12
554,3,4,11,2,5,10,12,6,13,18
561,11,12,3,19,10,13,18,2,4,20
572,4,5,3,6,12,7,11,13,14,8
584,51,52,59,43,50,53,58,42,60,44
593,11,12,3,19,10,13,18,2,4,20
601,60,61,59,62,52,63,51,53,54,64
612,7,8,6,5,4,15,14,16,13,12
614,52,53,51,54,60,44,55,59,43,61
615,39,40,38,37,36,47,31,46,30,48
623,21,22,20,23,24,29,13,19,28,12
628,39,40,38,37,36,47,31,46,30,48
640,1,9,17,25,33,41,49,57,2,10
641,54,53,55,56,52,62,46,61,45,63
650,3,4,11,2,5,10,12,6,13,18
656,29,30,28,31,32,21,37,27,20,36
664,11,12,3,19,10,13,18,2,4,20
675,5,6,4,7,8,13,3,12,14,15
684,30,29,31,32,28,38,22,21,37,39
691,50,42,58,51,49,43,59,41,57,34
695,3,4,11,2,5,10,12,6,13,18
709,53,54,52,55,56,61,45,51,60,44
716,5,6,4,7,8,13,3,12,14,15
722,3,4,11,2,5,10,12,6,13,18
733,63,64,62,61,60,55,54,56,53,52
748,52,53,51,54,60,44,55,59,43,61
769,39,40,38,37,36,47,31,46,30,48
772,1,9,17,25,33,41,49,57,2,10
779,51,52,59,43,50,53,58,42,60,44
829,33,41,25,49,17,57,9,1,34,42
832,3,4,11,2,5,10,12,6,13,18
842,53,54,52,55,56,61,45,51,60,44
2,11,12,3,19,10,13,18,2,4,20
8,33,41,25,49,17,57,9,1,34,42
31,53,54,52,55,56,61,45,51,60,44
32,1,9,17,25,33,41,49,57,2,10
43,30,29,31,32,28,38,22,21,37,39
48,20,21,19,22,28,12,23,27,11,29
74,1,9,17,25,33,41,49,57,2,10
76,1,9,17,25,33,41,49,57,2,10
78,7,8,6,5,4,15,14,16,13,12
88,49,41,57,33,25,17,9,1,50,42
98,60,61,59,62,52,63,51,53,54,64
112,50,42,58,51,49,43,59,41,57,34
117,60,61,59,62,52,63,51,53,54,64
118,39,40,38,37,36,47,31,46,30,48
124,49,41,57,33,25,17,9,1,50,42
127,11,12,3,19,10,13,18,2,4,20
150,36,37,35,38,44,28,39,43,27,45
153,53,54,52,55,56,61,45,51,60,44
181,7,8,6,5,4,15,14,16,13,12
198,30,29,31,32,28,38,22,21,37,39
208,5,6,4,7,8,13,3,12,14,15
215,51,52,59,43,50,53,58,42,60,44
218,20,21,19,22,28,12,23,27,11,29
224,1,9,17,25,33,41,49,57,2,10
276,6,5,7,8,4,14,13,15,16,12
280,60,61,59,62,52,63,51,53,54,64
290,4,5,3,6,12,7,11,13,14,8
296,53,54,52,55,56,61,45,51,60,44
313,1,9,17,25,33,41,49,57,2,10
327,29,30,28,31,32,21,37,27,20,36
328,53,54,52,55,56,61,45,51,60,44
354,11,12,3,19,10,13,18,2,4,20
369,11,12,3,19,10,13,18,2,4,20
374,33,41,25,49,17,57,9,1,34,42
378,34,26,42,35,33,43,27,41,25,50
381,60,61,59,62,52,63,51,53,54,64
386,54,53,55,56,52,62,46,61,45,63
416,49,41,57,33,25,17,9,1,50,42
423,1,9,17,25,33,41,49,57,2,10
425,53,54,52,55,56,61,45,51,60,44
437,59,60,51,58,61,50,52,62,53,42
440,62,61,63,64,60,54,53,55,56,52
442,59,60,51,58,61,50,52,62,53,42
443,54,53,55,56,52,62,46,61,45,63
453,3,4,11,2,5,10,12,6,13,18
470,7,8,6,5,4,15,14,16,13,12
494,29,30,28,31,32,21,37,27,20,36
507,60,61,59,62,52,63,51,53,54,64
509,33,41,25,49,17,57,9,1,34,42
514,3,4,11,2,5,10,12,6,13,18
524,51,52,59,43,50,53,58,42,60,44
526,34,26,42,35,33,43,27,41,25,50
544,5,6,4,7,8,13,3,12,14,15
559,53,54,52,55,56,61,45,51,60,44
565,54,53,55,56,52,62,46,61,45,63
570,3,4,11,2,5,10,12,6,13,18
571,39,40,38,37,36,47,31,46,30,48
573,30,29,31,32,28,38,22,21,37,39
574,49,41,57,33,25,17,9,1,50,42
577,3,4,11,2,5,10,12,6,13,18
578,34,26,42,35,33,43,27,41,25,50
582,6,5,7,8,4,14,13,15,16,12
595,3,4,11,2,5,10,12,6,13,18
620,11,12,3,19,10,13,18,2,4,20
624,59,60,51,58,61,50,52,62,53,42
625,49,41,57,33,25,17,9,1,50,42
629,21,22,20,23,24,29,13,19,28,12
637,21,22,20,23,24,29,13,19,28,12
643,6,5,7,8,4,14,13,15,16,12
644,47,48,46,45,44,39,55,54,38,56
651,54,53,55,56,52,62,46,61,45,63
652,3,4,11,2,5,10,12,6,13,18
660,4,5,3,6,12,7,11,13,14,8
668,7,8,6,5,4,15,14,16,13,12
713,53,54,52,55,56,61,45,51,60,44
743,53,54,52,55,56,61,45,51,60,44
767,39,40,38,37,36,47,31,46,30,48
771,47,48,46,45,44,39,55,54,38,56
780,49,41,57,33,25,17,9,1,50,42
789,3,4,11,2,5,10,12,6,13,18
790,3,4,11,2,5,10,12,6,13,18
791,62,61,63,64,60,54,53,55,56,52
811,37,38,36,39,40,45,29,35,44,28
824,53,54,52,55,56,61,45,51,60,44
838,21,22,20,23,24,29,13,19,28,12
14,39,40,38,37,36,47,31,46,30,48
15,53,54,52,55,56,61,45,51,60,44
21,33,41,25,49,17,57,9,1,34,42
39,53,54,52,55,56,61,45,51,60,44
42,1,9,17,25,33,41,49,57,2,10
57,5,6,4,7,8,13,3,12,14,15
62,1,9,17,25,33,41,49,57,2,10
66,60,61,59,62,52,63,51,53,54,64
68,30,29,31,32,28,38,22,21,37,39
99,30,29,31,32,28,38,22,21,37,39
109,4,5,3,6,12,7,11,13,14,8
129,5,6,4,7,8,13,3,12,14,15
140,53,54,52,55,56,61,45,51,60,44
142,33,41,25,49,17,57,9,1,34,42
147,60,61,59,62,52,63,51,53,54,64
171,29,30,28,31,32,21,37,27,20,36
175,53,54,52,55,56,61,45,51,60,44
188,60,61,59,62,52,63,51,53,54,64
189,53,54,52,55,56,61,45,51,60,44
192,3,4,11,2,5,10,12,6,13,18
228,1,9,17,25,33,41,49,57,2,10
237,3,4,11,2,5,10,12,6,13,18
243,5,6,4,7,8,13,3,12,14,15
249,60,61,59,62,52,63,51,53,54,64
250,39,40,38,37,36,47,31,46,30,48
253,36,37,35,38,44,28,39,43,27,45
256,53,54,52,55,56,61,45,51,60,44
281,33,41,25,49,17,57,9,1,34,42
300,60,61,59,62,52,63,51,53,54,64
307,21,22,20,23,24,29,13,19,28,12
311,1,9,17,25,33,41,49,57,2,10
312,7,8,6,5,4,15,14,16,13,12
324,11,12,3,19,10,13,18,2,4,20
332,5,6,4,7,8,13,3,12,14,15
353,3,4,11,2,5,10,12,6,13,18
355,49,41,57,33,25,17,9,1,50,42
364,49,41,57,33,25,17,9,1,50,42
379,39,40,38,37,36,47,31,46,30,48
387,49,41,57,33,25,17,9,1,50,42
428,30,29,31,32,28,38,22,21,37,39
431,30,29,31,32,28,38,22,21,37,39
436,60,61,59,62,52,63,51,53,54,64
439,11,12,3,19,10,13,18,2,4,20
448,30,29,31,32,28,38,22,21,37,39
457,36,37,35,38,44,28,39,43,27,45
487,20,21,19,22,28,12,23,27,11,29
492,35,36,43,27,34,37,26,42,44,28
502,1,9,17,25,33,41,49,57,2,10
503,50,42,58,51,49,43,59,41,57,34
512,1,9,17,25,33,41,49,57,2,10
517,60,61,59,62,52,63,51,53,54,64
542,5,6,4,7,8,13,3,12,14,15
557,59,60,51,58,61,50,52,62,53,42
567,1,9,17,25,33,41,49,57,2,10
568,5,6,4,7,8,13,3,12,14,15
581,47,48,46,45,44,39,55,54,38,56
585,29,30,28,31,32,21,37,27,20,36
589,53,54,52,55,56,61,45,51,60,44
597,5,6,4,7,8,13,3,12,14,15
606,51,52,59,43,50,53,58,42,60,44
609,50,42,58,51,49,43,59,41,57,34
611,4,5,3,6,12,7,11,13,14,8
634,3,4,11,2,5,10,12,6,13,18
655,63,64,62,61,60,55,54,56,53,52
670,33,41,25,49,17,57,9,1,34,42
674,7,8,6,5,4,15,14,16,13,12
676,21,22,20,23,24,29,13,19,28,12
678,39,40,38,37,36,47,31,46,30,48
688,33,41,25,49,17,57,9,1,34,42
714,59,60,51,58,61,50,52,62,53,42
725,3,4,11,2,5,10,12,6,13,18
728,7,8,6,5,4,15,14,16,13,12
729,11,12,3,19,10,13,18,2,4,20
731,3,4,11,2,5,10,12,6,13,18
763,33,41,25,49,17,57,9,1,34,42
774,53,54,52,55,56,61,45,51,60,44
778,21,22,20,23,24,29,13,19,28,12
783,11,12,3,19,10,13,18,2,4,20
796,52,53,51,54,60,44,55,59,43,61
800,60,61,59,62,52,63,51,53,54,64
802,7,8,6,5,4,15,14,16,13,12
815,7,8,6,5,4,15,14,16,13,12
819,7,8,6,5,4,15,14,16,13,12
821,6,5,7,8,4,14,13,15,16,12
833,3,4,11,2,5,10,12,6,13,18
6,39,40,38,37,36,47,31,46,30,48
13,7,8,6,5,4,15,14,16,13,12
18,49,41,57,33,25,17,9,1,50,42
61,39,40,38,37,36,47,31,46,30,48
70,3,4,11,2,5,10,12,6,13,18
80,39,40,38,37,36,47,31,46,30,48
81,55,56,54,53,52,47,63,46,62,48
144,49,41,57,33,25,17,9,1,50,42
154,59,60,51,58,61,50,52,62,53,42
169,29,30,28,31,32,21,37,27,20,36
178,60,61,59,62,52,63,51,53,54,64
185,51,52,59,43,50,53,58,42,60,44
186,3,4,11,2,5,10,12,6,13,18
190,49,41,57,33,25,17,9,1,50,42
196,7,8,6,5,4,15,14,16,13,12
207,4,5,3,6,12,7,11,13,14,8
212,30,29,31,32,28,38,22,21,37,39
220,60,61,59,62,52,63,51,53,54,64
240,53,54,52,55,56,61,45,51,60,44
241,7,8,6,5,4,15,14,16,13,12
244,49,41,57,33,25,17,9,1,50,42
266,11,12,3,19,10,13,18,2,4,20
273,3,4,11,2,5,10,12,6,13,18
274,29,30,28,31,32,21,37,27,20,36
285,3,4,11,2,5,10,12,6,13,18
299,60,61,59,62,52,63,51,53,54,64
303,33,41,25,49,17,57,9,1,34,42
304,60,61,59,62,52,63,51,53,54,64
309,21,22,20,23,24,29,13,19,28,12
314,5,6,4,7,8,13,3,12,14,15
316,39,40,38,37,36,47,31,46,30,48
323,11,12,3,19,10,13,18,2,4,20
339,1,9,17,25,33,41,49,57,2,10
351,1,9,17,25,33,41,49,57,2,10
357,49,41,57,33,25,17,9,1,50,42
359,1,9,17,25,33,41,49,57,2,10
362,21,22,20,23,24,29,13,19,28,12
365,11,12,3,19,10,13,18,2,4,20
370,3,4,11,2,5,10,12,6,13,18
382,3,4,11,2,5,10,12,6,13,18
393,11,12,3,19,10,13,18,2,4,20
404,3,4,11,2,5,10,12,6,13,18
455,51,52,59,43,50,53,58,42,60,44
466,53,54,52,55,56,61,45,51,60,44
472,53,54,52,55,56,61,45,51,60,44
479,49,41,57,33,25,17,9,1,50,42
485,63,64,62,61,60,55,54,56,53,52
500,59,60,51,58,61,50,52,62,53,42
511,7,8,6,5,4,15,14,16,13,12
516,53,54,52,55,56,61,45,51,60,44
521,3,4,11,2,5,10,12,6,13,18
523,60,61,59,62,52,63,51,53,54,64
527,53,54,52,55,56,61,45,51,60,44
536,52,53,51,54,60,44,55,59,43,61
537,5,6,4,7,8,13,3,12,14,15
558,33,41,25,49,17,57,9,1,34,42
566,7,8,6,5,4,15,14,16,13,12
583,6,5,7,8,4,14,13,15,16,12
596,60,61,59,62,52,63,51,53,54,64
608,11,12,3,19,10,13,18,2,4,20
613,38,37,39,40,36,30,46,29,45,31
631,49,41,57,33,25,17,9,1,50,42
647,39,40,38,37,36,47,31,46,30,48
654,35,36,43,27,34,37,26,42,44,28
682,60,61,59,62,52,63,51,53,54,64
687,39,40,38,37,36,47,31,46,30,48
690,39,40,38,37,36,47,31,46,30,48
705,60,61,59,62,52,63,51,53,54,64
718,33,41,25,49,17,57,9,1,34,42
735,3,4,11,2,5,10,12,6,13,18
740,7,8,6,5,4,15,14,16,13,12
745,5,6,4,7,8,13,3,12,14,15
752,4,5,3,6,12,7,11,13,14,8
753,60,61,59,62,52,63,51,53,54,64
755,60,61,59,62,52,63,51,53,54,64
757,35,36,43,27,34,37,26,42,44,28
758,29,30,28,31,32,21,37,27,20,36
759,49,41,57,33,25,17,9,1,50,42
782,63,64,62,61,60,55,54,56,53,52
788,3,4,11,2,5,10,12,6,13,18
798,63,64,62,61,60,55,54,56,53,52
805,39,40,38,37,36,47,31,46,30,48
812,62,61,63,64,60,54,53,55,56,52
828,11,12,3,19,10,13,18,2,4,20
841,5,6,4,7,8,13,3,12,14,15
1,39,40,38,37,36,47,31,46,30,48
9,21,22,20,23,24,29,13,19,28,12
24,34,26,42,35,33,43,27,41,25,50
25,60,61,59,62,52,63,51,53,54,64
28,5,6,4,7,8,13,3,12,14,15
55,60,61,59,62,52,63,51,53,54,64
58,3,4,11,2,5,10,12,6,13,18
69,39,40,38,37,36,47,31,46,30,48
83,60,61,59,62,52,63,51,53,54,64
87,60,61,59,62,52,63,51,53,54,64
92,5,6,4,7,8,13,3,12,14,15
94,39,40,38,37,36,47,31,46,30,48
104,11,12,3,19,10,13,18,2,4,20
106,4,5,3,6,12,7,11,13,14,8
110,3,4,11,2,5,10,12,6,13,18
113,33,41,25,49,17,57,9,1,34,42
149,36,37,35,38,44,28,39,43,27,45
152,20,21,19,22,28,12,23,27,11,29
157,47,48,46,45,44,39,55,54,38,56
161,1,9,17,25,33,41,49,57,2,10
187,4,5,3,6,12,7,11,13,14,8
217,36,37,35,38,44,28,39,43,27,45
255,35,36,43,27,34,37,26,42,44,28
261,7,8,6,5,4,15,14,16,13,12
269,53,54,52,55,56,61,45,51,60,44
283,29,30,28,31,32,21,37,27,20,36
298,4,5,3,6,12,7,11,13,14,8
305,11,12,3,19,10,13,18,2,4,20
306,1,9,17,25,33,41,49,57,2,10
336,53,54,52,55,56,61,45,51,60,44
340,62,61,63,64,60,54,53,55,56,52
352,7,8,6,5,4,15,14,16,13,12
358,1,9,17,25,33,41,49,57,2,10
375,3,4,11,2,5,10,12,6,13,18
390,39,40,38,37,36,47,31,46,30,48
396,1,9,17,25,33,41,49,57,2,10
397,49,41,57,33,25,17,9,1,50,42
401,35,36,43,27,34,37,26,42,44,28
419,59,60,51,58,61,50,52,62,53,42
424,53,54,52,55,56,61,45,51,60,44
429,53,54,52,55,56,61,45,51,60,44
450,30,29,31,32,28,38,22,21,37,39
454,55,56,54,53,52,47,63,46,62,48
467,11,12,3,19,10,13,18,2,4,20
474,50,42,58,51,49,43,59,41,57,34
478,53,54,52,55,56,61,45,51,60,44
483,60,61,59,62,52,63,51,53,54,64
488,33,41,25,49,17,57,9,1,34,42
493,7,8,6,5,4,15,14,16,13,12
528,59,60,51,58,61,50,52,62,53,42
534,7,8,6,5,4,15,14,16,13,12
552,4,5,3,6,12,7,11,13,14,8
560,54,53,55,56,52,62,46,61,45,63
562,5,6,4,7,8,13,3,12,14,15
563,35,36,43,27,34,37,26,42,44,28
586,60,61,59,62,52,63,51,53,54,64
598,60,61,59,62,52,63,51,53,54,64
599,55,56,54,53,52,47,63,46,62,48
600,1,9,17,25,33,41,49,57,2,10
604,11,12,3,19,10,13,18,2,4,20
607,4,5,3,6,12,7,11,13,14,8
621,3,4,11,2,5,10,12,6,13,18
663,39,40,38,37,36,47,31,46,30,48
665,39,40,38,37,36,47,31,46,30,48
673,7,8,6,5,4,15,14,16,13,12
680,5,6,4,7,8,13,3,12,14,15
694,3,4,11,2,5,10,12,6,13,18
707,11,12,3,19,10,13,18,2,4,20
712,7,8,6,5,4,15,14,16,13,12
723,29,30,28,31,32,21,37,27,20,36
754,21,22,20,23,24,29,13,19,28,12
760,63,64,62,61,60,55,54,56,53,52
766,60,61,59,62,52,63,51,53,54,64
795,21,22,20,23,24,29,13,19,28,12
797,4,5,3,6,12,7,11,13,14,8
799,33,41,25,49,17,57,9,1,34,42
801,4,5,3,6,12,7,11,13,14,8
809,35,36,43,27,34,37,26,42,44,28
813,60,61,59,62,52,63,51,53,54,64
834,11,12,3,19,10,13,18,2,4,20
837,29,30,28,31,32,21,37,27,20,36
845,3,4,11,2,5,10,12,6,13,18
846,30,29,31,32,28,38,22,21,37,39
851,29,30,28,31,32,21,37,27,20,36
11,33,41,25,49,17,57,9,1,34,42
17,3,4,11,2,5,10,12,6,13,18
19,1,9,17,25,33,41,49,57,2,10
22,1,9,17,25,33,41,49,57,2,10
27,49,41,57,33,25,17,9,1,50,42
29,11,12,3,19,10,13,18,2,4,20
46,60,61,59,62,52,63,51,53,54,64
52,59,60,51,58,61,50,52,62,53,42
59,36,37,35,38,44,28,39,43,27,45
60,1,9,17,25,33,41,49,57,2,10
65,49,41,57,33,25,17,9,1,50,42
71,3,4,11,2,5,10,12,6,13,18
93,53,54,52,55,56,61,45,51,60,44
96,5,6,4,7,8,13,3,12,14,15
100,54,53,55,56,52,62,46,61,45,63
116,53,54,52,55,56,61,45,51,60,44
134,49,41,57,33,25,17,9,1,50,42
135,33,41,25,49,17,57,9,1,34,42
148,33,41,25,49,17,57,9,1,34,42
151,55,56,54,53,52,47,63,46,62,48
176,3,4,11,2,5,10,12,6,13,18
177,1,9,17,25,33,41,49,57,2,10
191,30,29,31,32,28,38,22,21,37,39
193,55,56,54,53,52,47,63,46,62,48
195,60,61,59,62,52,63,51,53,54,64
221,7,8,6,5,4,15,14,16,13,12
223,1,9,17,25,33,41,49,57,2,10
231,53,54,52,55,56,61,45,51,60,44
234,53,54,52,55,56,61,45,51,60,44
238,21,22,20,23,24,29,13,19,28,12
264,60,61,59,62,52,63,51,53,54,64
272,3,4,11,2,5,10,12,6,13,18
278,51,52,59,43,50,53,58,42,60,44
287,60,61,59,62,52,63,51,53,54,64
292,53,54,52,55,56,61,45,51,60,44
317,3,4,11,2,5,10,12,6,13,18
