,ADMP,BMP2B,CHD,NOG1,GATA2A,ID3,NDR1,OTX1A,SOX3,TBX16
72,64,63,62,61,56,55,54,60,53,52
73,52,53,51,54,60,44,55,59,43,61
74,21,22,20,23,24,29,13,19,28,12
75,21,22,20,23,24,29,13,19,28,12
76,41,49,33,57,25,17,9,1,42,34
77,17,9,25,1,33,41,49,57,18,10
78,7,8,6,5,4,15,14,16,13,12
79,41,49,33,57,25,17,9,1,42,34
80,7,8,6,5,4,15,14,16,13,12
81,61,62,60,63,64,53,59,52,54,55
82,41,49,33,57,25,17,9,1,42,34
83,51,52,59,43,50,53,42,58,60,44
84,1,2,3,4,5,6,7,8,9,10
85,1,2,3,4,5,6,7,8,9,10
86,28,29,27,30,20,36,31,19,35,21
87,1,2,3,4,5,6,7,8,9,10
88,1,2,3,4,5,6,7,8,9,10
89,33,41,25,49,17,57,9,1,34,42
90,21,22,20,23,24,29,13,19,28,12
91,41,49,33,57,25,17,9,1,42,34
92,11,12,3,19,10,13,18,2,4,20
93,36,37,35,38,44,28,39,43,27,45
94,47,48,46,45,44,39,55,54,38,56
95,28,29,27,30,20,36,31,19,35,21
96,21,22,20,23,24,29,13,19,28,12
97,33,41,25,49,17,57,9,1,34,42
98,60,61,59,62,52,63,51,53,54,64
99,20,21,19,22,28,12,23,27,11,29
100,41,49,33,57,25,17,9,1,42,34
101,50,42,58,51,49,43,59,41,57,34
102,47,48,46,45,44,39,55,54,38,56
103,49,41,57,33,25,17,9,1,50,42
104,11,12,3,19,10,13,18,2,4,20
105,41,49,33,57,25,17,9,1,42,34
106,21,22,20,23,24,29,13,19,28,12
107,1,2,3,4,5,6,7,8,9,10
108,21,22,20,23,24,29,13,19,28,12
109,28,29,27,30,20,36,31,19,35,21
110,1,2,3,4,5,6,7,8,9,10
111,1,2,3,4,5,6,7,8,9,10
112,34,26,42,35,33,43,27,41,25,50
113,41,49,33,57,25,17,9,1,42,34
114,41,49,33,57,25,17,9,1,42,34
115,41,49,33,57,25,17,9,1,42,34
116,49,41,57,33,25,17,9,1,50,42
117,52,53,51,54,60,44,55,59,43,61
118,44,45,43,46,36,52,47,35,51,37
119,41,49,33,57,25,17,9,1,42,34
120,33,41,25,49,17,57,9,1,34,42
121,8,7,6,5,16,15,14,4,13,12
122,50,42,58,51,49,43,59,41,57,34
123,49,41,57,33,25,17,9,1,50,42
124,49,41,57,33,25,17,9,1,50,42
125,41,49,33,57,25,17,9,1,42,34
126,41,49,33,57,25,17,9,1,42,34
127,41,49,33,57,25,17,9,1,42,34
128,41,49,33,57,25,17,9,1,42,34
129,41,49,33,57,25,17,9,1,42,34
130,41,49,33,57,25,17,9,1,42,34
131,49,41,57,33,25,17,9,1,50,42
132,49,41,57,33,25,17,9,1,50,42
133,1,9,17,25,33,41,49,57,2,10
134,1,2,3,4,5,6,7,8,9,10
135,41,49,33,57,25,17,9,1,42,34
136,35,36,43,27,34,37,26,42,44,28
137,49,41,57,33,25,17,9,1,50,42
138,41,49,33,57,25,17,9,1,42,34
139,30,29,31,32,28,38,22,21,37,39
140,51,52,59,43,50,53,42,58,60,44
141,44,45,43,46,36,52,47,35,51,37
142,33,41,25,49,17,57,9,1,34,42
143,1,9,17,25,33,41,49,57,2,10
144,41,49,33,57,25,17,9,1,42,34
145,49,41,57,33,25,17,9,1,50,42
146,36,37,35,38,44,28,39,43,27,45
147,1,2,3,4,5,6,7,8,9,10
148,41,49,33,57,25,17,9,1,42,34
149,41,49,33,57,25,17,9,1,42,34
150,1,2,3,4,5,6,7,8,9,10
151,61,62,60,63,64,53,59,52,54,55
152,8,7,6,5,16,15,14,4,13,12
153,59,60,51,58,61,50,52,62,53,42
154,50,42,58,51,49,43,59,41,57,34
155,39,40,38,37,36,47,31,46,30,48
156,41,49,33,57,25,17,9,1,42,34
157,17,9,25,1,33,41,49,57,18,10
158,56,55,54,53,64,48,47,63,46,62
159,55,56,54,53,52,47,63,46,62,64
160,50,42,58,51,49,43,59,41,57,34
161,17,9,25,1,33,41,49,57,18,10
162,1,9,17,25,33,41,49,57,2,10
163,17,9,25,1,33,41,49,57,18,10
164,39,40,38,37,36,47,31,46,30,48
165,44,45,43,46,36,52,47,35,51,37
166,17,9,25,1,33,41,49,57,18,10
167,21,22,20,23,24,29,13,19,28,12
168,33,41,25,49,17,57,9,1,34,42
169,33,41,25,49,17,57,9,1,34,42
170,4,5,3,6,12,7,11,13,14,8
171,17,9,25,1,33,41,49,57,18,10
172,52,53,51,54,60,44,55,59,43,61
173,6,5,7,8,4,14,13,15,16,12
174,17,9,25,1,33,41,49,57,18,10
175,41,49,33,57,25,17,9,1,42,34
176,1,2,3,4,5,6,7,8,9,10
177,49,41,57,33,25,17,9,1,50,42
178,52,53,51,54,60,44,55,59,43,61
179,17,9,25,1,33,41,49,57,18,10
180,21,22,20,23,24,29,13,19,28,12
181,8,7,6,5,16,15,14,4,13,12
182,41,49,33,57,25,17,9,1,42,34
183,21,22,20,23,24,29,13,19,28,12
184,41,49,33,57,25,17,9,1,42,34
185,41,49,33,57,25,17,9,1,42,34
186,35,36,43,27,34,37,26,42,44,28
187,4,5,3,6,12,7,11,13,14,8
188,41,49,33,57,25,17,9,1,42,34
189,51,52,59,43,50,53,42,58,60,44
190,49,41,57,33,25,17,9,1,50,42
191,21,22,20,23,24,29,13,19,28,12
192,21,22,20,23,24,29,13,19,28,12
193,63,64,62,61,60,55,54,56,53,52
194,17,9,25,1,33,41,49,57,18,10
195,33,41,25,49,17,57,9,1,34,42
196,7,8,6,5,4,15,14,16,13,12
197,28,29,27,30,20,36,31,19,35,21
198,21,22,20,23,24,29,13,19,28,12
199,21,22,20,23,24,29,13,19,28,12
200,1,9,17,25,33,41,49,57,2,10
201,17,9,25,1,33,41,49,57,18,10
202,49,41,57,33,25,17,9,1,50,42
203,21,22,20,23,24,29,13,19,28,12
204,21,22,20,23,24,29,13,19,28,12
205,3,4,11,2,5,10,12,6,13,18
206,29,30,28,31,32,21,37,27,20,36
207,4,5,3,6,12,7,11,13,14,8
208,21,22,20,23,24,29,13,19,28,12
209,35,36,43,27,34,37,26,42,44,28
210,41,49,33,57,25,17,9,1,42,34
211,1,2,3,4,5,6,7,8,9,10
212,19,20,27,11,18,21,10,26,28,12
213,41,49,33,57,25,17,9,1,42,34
214,35,36,43,27,34,37,26,42,44,28
215,51,52,59,43,50,53,42,58,60,44
216,28,29,27,30,20,36,31,19,35,21
217,44,45,43,46,36,52,47,35,51,37
218,41,49,33,57,25,17,9,1,42,34
219,41,49,33,57,25,17,9,1,42,34
220,49,41,57,33,25,17,9,1,50,42
221,21,22,20,23,24,29,13,19,28,12
222,52,53,51,54,60,44,55,59,43,61
223,41,49,33,57,25,17,9,1,42,34
224,33,41,25,49,17,57,9,1,34,42
225,50,42,58,51,49,43,59,41,57,34
226,28,29,27,30,20,36,31,19,35,21
227,21,22,20,23,24,29,13,19,28,12
228,41,49,33,57,25,17,9,1,42,34
229,1,2,3,4,5,6,7,8,9,10
230,28,29,27,30,20,36,31,19,35,21
231,41,49,33,57,25,17,9,1,42,34
232,44,45,43,46,36,52,47,35,51,37
233,21,22,20,23,24,29,13,19,28,12
234,49,41,57,33,25,17,9,1,50,42
235,17,9,25,1,33,41,49,57,18,10
236,1,9,17,25,33,41,49,57,2,10
237,49,41,57,33,25,17,9,1,50,42
238,36,37,35,38,44,28,39,43,27,45
239,1,2,3,4,5,6,7,8,9,10
240,49,41,57,33,25,17,9,1,50,42
241,40,39,38,37,48,32,47,31,46,30
242,41,49,33,57,25,17,9,1,42,34
243,5,6,4,7,8,13,3,12,14,15
244,49,41,57,33,25,17,9,1,50,42
245,45,46,44,47,48,37,53,43,36,52
246,33,41,25,49,17,57,9,1,34,42
247,17,9,25,1,33,41,49,57,18,10
248,29,30,28,31,32,21,37,27,20,36
249,49,41,57,33,25,17,9,1,50,42
250,7,8,6,5,4,15,14,16,13,12
251,30,29,31,32,28,38,22,21,37,39
252,6,5,7,8,4,14,13,15,16,12
253,41,49,33,57,25,17,9,1,42,34
254,17,9,25,1,33,41,49,57,18,10
255,1,2,3,4,5,6,7,8,9,10
256,59,60,51,58,61,50,52,62,53,42
257,19,20,27,11,18,21,10,26,28,12
258,7,8,6,5,4,15,14,16,13,12
259,19,20,27,11,18,21,10,26,28,12
260,22,21,23,24,20,30,14,29,13,31
261,47,48,46,45,44,39,55,54,38,56
262,1,2,3,4,5,6,7,8,9,10
263,41,49,33,57,25,17,9,1,42,34
264,50,42,58,51,49,43,59,41,57,34
265,45,46,44,47,48,37,53,43,36,52
266,19,20,27,11,18,21,10,26,28,12
267,21,22,20,23,24,29,13,19,28,12
268,52,53,51,54,60,44,55,59,43,61
269,41,49,33,57,25,17,9,1,42,34
270,49,41,57,33,25,17,9,1,50,42
271,1,2,3,4,5,6,7,8,9,10
272,35,36,43,27,34,37,26,42,44,28
273,41,49,33,57,25,17,9,1,42,34
274,41,49,33,57,25,17,9,1,42,34
275,41,49,33,57,25,17,9,1,42,34
276,22,21,23,24,20,30,14,29,13,31
277,50,42,58,51,49,43,59,41,57,34
278,1,2,3,4,5,6,7,8,9,10
279,20,21,19,22,28,12,23,27,11,29
280,1,2,3,4,5,6,7,8,9,10
281,1,2,3,4,5,6,7,8,9,10
282,41,49,33,57,25,17,9,1,42,34
283,1,2,3,4,5,6,7,8,9,10
284,49,41,57,33,25,17,9,1,50,42
285,41,49,33,57,25,17,9,1,42,34
286,17,9,25,1,33,41,49,57,18,10
287,36,37,35,38,44,28,39,43,27,45
288,49,41,57,33,25,17,9,1,50,42
289,41,49,33,57,25,17,9,1,42,34
290,28,29,27,30,20,36,31,19,35,21
291,52,53,51,54,60,44,55,59,43,61
292,41,49,33,57,25,17,9,1,42,34
293,29,30,28,31,32,21,37,27,20,36
294,41,49,33,57,25,17,9,1,42,34
295,33,41,25,49,17,57,9,1,34,42
296,41,49,33,57,25,17,9,1,42,34
297,49,41,57,33,25,17,9,1,50,42
298,41,49,33,57,25,17,9,1,42,34
299,41,49,33,57,25,17,9,1,42,34
300,52,53,51,54,60,44,55,59,43,61
301,17,9,25,1,33,41,49,57,18,10
302,52,53,51,54,60,44,55,59,43,61
303,33,41,25,49,17,57,9,1,34,42
304,1,2,3,4,5,6,7,8,9,10
305,1,2,3,4,5,6,7,8,9,10
306,17,9,25,1,33,41,49,57,18,10
307,21,22,20,23,24,29,13,19,28,12
308,37,38,36,39,40,45,29,35,44,28
309,21,22,20,23,24,29,13,19,28,12
310,49,41,57,33,25,17,9,1,50,42
311,17,9,25,1,33,41,49,57,18,10
312,39,40,38,37,36,47,31,46,30,48
313,1,9,17,25,33,41,49,57,2,10
314,4,5,3,6,12,7,11,13,14,8
315,52,53,51,54,60,44,55,59,43,61
316,8,7,6,5,16,15,14,4,13,12
317,7,8,6,5,4,15,14,16,13,12
318,49,41,57,33,25,17,9,1,50,42
319,53,54,52,55,56,61,45,51,60,44
320,36,37,35,38,44,28,39,43,27,45
321,41,49,33,57,25,17,9,1,42,34
322,49,41,57,33,25,17,9,1,50,42
323,28,29,27,30,20,36,31,19,35,21
324,1,2,3,4,5,6,7,8,9,10
325,21,22,20,23,24,29,13,19,28,12
326,21,22,20,23,24,29,13,19,28,12
327,41,49,33,57,25,17,9,1,42,34
328,1,2,3,4,5,6,7,8,9,10
329,21,22,20,23,24,29,13,19,28,12
330,21,22,20,23,24,29,13,19,28,12
331,1,2,3,4,5,6,7,8,9,10
332,21,22,20,23,24,29,13,19,28,12
333,28,29,27,30,20,36,31,19,35,21
334,7,8,6,5,4,15,14,16,13,12
335,45,46,44,47,48,37,53,43,36,52
336,52,53,51,54,60,44,55,59,43,61
337,45,46,44,47,48,37,53,43,36,52
338,35,36,43,27,34,37,26,42,44,28
339,17,9,25,1,33,41,49,57,18,10
340,50,42,58,51,49,43,59,41,57,34
341,8,7,6,5,16,15,14,4,13,12
342,1,2,3,4,5,6,7,8,9,10
343,52,53,51,54,60,44,55,59,43,61
344,7,8,6,5,4,15,14,16,13,12
345,41,49,33,57,25,17,9,1,42,34
346,50,42,58,51,49,43,59,41,57,34
347,1,2,3,4,5,6,7,8,9,10
348,51,52,59,43,50,53,42,58,60,44
349,41,49,33,57,25,17,9,1,42,34
350,21,22,20,23,24,29,13,19,28,12
351,41,49,33,57,25,17,9,1,42,34
352,5,6,4,7,8,13,3,12,14,15
353,22,21,23,24,20,30,14,29,13,31
354,41,49,33,57,25,17,9,1,42,34
355,33,41,25,49,17,57,9,1,34,42
356,7,8,6,5,4,15,14,16,13,12
357,41,49,33,57,25,17,9,1,42,34
358,1,9,17,25,33,41,49,57,2,10
359,41,49,33,57,25,17,9,1,42,34
360,17,9,25,1,33,41,49,57,18,10
361,47,48,46,45,44,39,55,54,38,56
362,21,22,20,23,24,29,13,19,28,12
363,41,49,33,57,25,17,9,1,42,34
364,1,2,3,4,5,6,7,8,9,10
365,41,49,33,57,25,17,9,1,42,34
366,49,41,57,33,25,17,9,1,50,42
367,22,21,23,24,20,30,14,29,13,31
368,49,41,57,33,25,17,9,1,50,42
369,11,12,3,19,10,13,18,2,4,20
370,43,44,35,51,42,45,50,34,36,52
371,50,42,58,51,49,43,59,41,57,34
372,41,49,33,57,25,17,9,1,42,34
373,17,9,25,1,33,41,49,57,18,10
374,41,49,33,57,25,17,9,1,42,34
375,41,49,33,57,25,17,9,1,42,34
376,17,9,25,1,33,41,49,57,18,10
377,21,22,20,23,24,29,13,19,28,12
378,50,42,58,51,49,43,59,41,57,34
379,39,40,38,37,36,47,31,46,30,48
380,17,9,25,1,33,41,49,57,18,10
381,1,2,3,4,5,6,7,8,9,10
382,41,49,33,57,25,17,9,1,42,34
383,1,2,3,4,5,6,7,8,9,10
384,44,45,43,46,36,52,47,35,51,37
385,7,8,6,5,4,15,14,16,13,12
386,59,60,51,58,61,50,52,62,53,42
387,41,49,33,57,25,17,9,1,42,34
388,49,41,57,33,25,17,9,1,50,42
389,8,7,6,5,16,15,14,4,13,12
390,47,48,46,45,44,39,55,54,38,56
391,1,2,3,4,5,6,7,8,9,10
392,1,2,3,4,5,6,7,8,9,10
393,1,2,3,4,5,6,7,8,9,10
394,17,9,25,1,33,41,49,57,18,10
395,33,41,25,49,17,57,9,1,34,42
396,1,9,17,25,33,41,49,57,2,10
397,41,49,33,57,25,17,9,1,42,34
398,28,29,27,30,20,36,31,19,35,21
399,1,9,17,25,33,41,49,57,2,10
400,49,41,57,33,25,17,9,1,50,42
401,43,44,35,51,42,45,50,34,36,52
402,21,22,20,23,24,29,13,19,28,12
403,43,44,35,51,42,45,50,34,36,52
404,49,41,57,33,25,17,9,1,50,42
405,17,9,25,1,33,41,49,57,18,10
406,50,42,58,51,49,43,59,41,57,34
407,43,44,35,51,42,45,50,34,36,52
408,41,49,33,57,25,17,9,1,42,34
409,7,8,6,5,4,15,14,16,13,12
410,1,2,3,4,5,6,7,8,9,10
411,50,42,58,51,49,43,59,41,57,34
412,44,45,43,46,36,52,47,35,51,37
413,1,2,3,4,5,6,7,8,9,10
414,7,8,6,5,4,15,14,16,13,12
415,19,20,27,11,18,21,10,26,28,12
416,49,41,57,33,25,17,9,1,50,42
417,49,41,57,33,25,17,9,1,50,42
418,41,49,33,57,25,17,9,1,42,34
419,1,2,3,4,5,6,7,8,9,10
420,36,37,35,38,44,28,39,43,27,45
421,21,22,20,23,24,29,13,19,28,12
422,52,53,51,54,60,44,55,59,43,61
423,21,22,20,23,24,29,13,19,28,12
424,50,42,58,51,49,43,59,41,57,34
425,52,53,51,54,60,44,55,59,43,61
426,43,44,35,51,42,45,50,34,36,52
427,21,22,20,23,24,29,13,19,28,12
428,41,49,33,57,25,17,9,1,42,34
429,33,41,25,49,17,57,9,1,34,42
430,49,41,57,33,25,17,9,1,50,42
431,36,37,35,38,44,28,39,43,27,45
432,41,49,33,57,25,17,9,1,42,34
433,43,44,35,51,42,45,50,34,36,52
434,41,49,33,57,25,17,9,1,42,34
435,34,26,42,35,33,43,27,41,25,50
436,59,60,51,58,61,50,52,62,53,42
437,41,49,33,57,25,17,9,1,42,34
438,28,29,27,30,20,36,31,19,35,21
439,1,2,3,4,5,6,7,8,9,10
440,49,41,57,33,25,17,9,1,50,42
441,52,53,51,54,60,44,55,59,43,61
442,1,2,3,4,5,6,7,8,9,10
443,41,49,33,57,25,17,9,1,42,34
444,21,22,20,23,24,29,13,19,28,12
445,33,41,25,49,17,57,9,1,34,42
446,21,22,20,23,24,29,13,19,28,12
447,48,47,46,45,40,56,39,55,38,54
448,6,5,7,8,4,14,13,15,16,12
449,36,37,35,38,44,28,39,43,27,45
450,29,30,28,31,32,21,37,27,20,36
451,49,41,57,33,25,17,9,1,50,42
452,43,44,35,51,42,45,50,34,36,52
453,17,9,25,1,33,41,49,57,18,10
454,47,48,46,45,44,39,55,54,38,56
455,49,41,57,33,25,17,9,1,50,42
456,48,47,46,45,40,56,39,55,38,54
457,41,49,33,57,25,17,9,1,42,34
458,49,41,57,33,25,17,9,1,50,42
459,1,2,3,4,5,6,7,8,9,10
460,51,52,59,43,50,53,42,58,60,44
461,17,9,25,1,33,41,49,57,18,10
462,21,22,20,23,24,29,13,19,28,12
463,33,41,25,49,17,57,9,1,34,42
464,60,61,59,62,52,63,51,53,54,64
465,45,46,44,47,48,37,53,43,36,52
466,50,42,58,51,49,43,59,41,57,34
467,27,28,19,35,26,29,18,34,20,36
468,1,2,3,4,5,6,7,8,9,10
469,41,49,33,57,25,17,9,1,42,34
470,7,8,6,5,4,15,14,16,13,12
471,21,22,20,23,24,29,13,19,28,12
472,30,29,31,32,28,38,22,21,37,39
473,41,49,33,57,25,17,9,1,42,34
474,50,42,58,51,49,43,59,41,57,34
475,17,9,25,1,33,41,49,57,18,10
476,49,41,57,33,25,17,9,1,50,42
477,41,49,33,57,25,17,9,1,42,34
478,1,2,3,4,5,6,7,8,9,10
479,17,9,25,1,33,41,49,57,18,10
480,1,2,3,4,5,6,7,8,9,10
481,53,54,52,55,56,61,45,51,60,44
482,52,53,51,54,60,44,55,59,43,61
483,1,2,3,4,5,6,7,8,9,10
484,49,41,57,33,25,17,9,1,50,42
485,63,64,62,61,60,55,54,56,53,52
486,41,49,33,57,25,17,9,1,42,34
487,1,2,3,4,5,6,7,8,9,10
488,34,26,42,35,33,43,27,41,25,50
489,28,29,27,30,20,36,31,19,35,21
490,41,49,33,57,25,17,9,1,42,34
491,21,22,20,23,24,29,13,19,28,12
492,35,36,43,27,34,37,26,42,44,28
493,6,5,7,8,4,14,13,15,16,12
494,41,49,33,57,25,17,9,1,42,34
495,1,2,3,4,5,6,7,8,9,10
496,49,41,57,33,25,17,9,1,50,42
497,1,2,3,4,5,6,7,8,9,10
498,41,49,33,57,25,17,9,1,42,34
499,35,36,43,27,34,37,26,42,44,28
500,50,42,58,51,49,43,59,41,57,34
501,1,9,17,25,33,41,49,57,2,10
502,41,49,33,57,25,17,9,1,42,34
503,50,42,58,51,49,43,59,41,57,34
504,52,53,51,54,60,44,55,59,43,61
505,41,49,33,57,25,17,9,1,42,34
506,50,42,58,51,49,43,59,41,57,34
507,59,60,51,58,61,50,52,62,53,42
508,1,2,3,4,5,6,7,8,9,10
509,41,49,33,57,25,17,9,1,42,34
510,7,8,6,5,4,15,14,16,13,12
511,29,30,28,31,32,21,37,27,20,36
512,1,9,17,25,33,41,49,57,2,10
513,1,2,3,4,5,6,7,8,9,10
514,43,44,35,51,42,45,50,34,36,52
515,28,29,27,30,20,36,31,19,35,21
516,49,41,57,33,25,17,9,1,50,42
517,49,41,57,33,25,17,9,1,50,42
518,3,4,11,2,5,10,12,6,13,18
519,52,53,51,54,60,44,55,59,43,61
520,17,9,25,1,33,41,49,57,18,10
521,19,20,27,11,18,21,10,26,28,12
522,49,41,57,33,25,17,9,1,50,42
523,52,53,51,54,60,44,55,59,43,61
524,51,52,59,43,50,53,42,58,60,44
525,44,45,43,46,36,52,47,35,51,37
526,41,49,33,57,25,17,9,1,42,34
527,49,41,57,33,25,17,9,1,50,42
528,59,60,51,58,61,50,52,62,53,42
529,41,49,33,57,25,17,9,1,42,34
530,40,39,38,37,48,32,47,31,46,30
531,5,6,4,7,8,13,3,12,14,15
532,3,4,11,2,5,10,12,6,13,18
533,5,6,4,7,8,13,3,12,14,15
534,21,22,20,23,24,29,13,19,28,12
535,31,32,30,29,28,23,39,22,38,24
536,52,53,51,54,60,44,55,59,43,61
537,31,32,30,29,28,23,39,22,38,24
538,6,5,7,8,4,14,13,15,16,12
539,21,22,20,23,24,29,13,19,28,12
540,1,2,3,4,5,6,7,8,9,10
541,3,4,11,2,5,10,12,6,13,18
542,45,46,44,47,48,37,53,43,36,52
543,7,8,6,5,4,15,14,16,13,12
544,41,49,33,57,25,17,9,1,42,34
545,49,41,57,33,25,17,9,1,50,42
546,45,46,44,47,48,37,53,43,36,52
547,30,29,31,32,28,38,22,21,37,39
548,1,2,3,4,5,6,7,8,9,10
549,5,6,4,7,8,13,3,12,14,15
550,31,32,30,29,28,23,39,22,38,24
551,21,22,20,23,24,29,13,19,28,12
552,20,21,19,22,28,12,23,27,11,29
553,1,2,3,4,5,6,7,8,9,10
554,43,44,35,51,42,45,50,34,36,52
555,64,63,62,61,56,55,54,60,53,52
556,41,49,33,57,25,17,9,1,42,34
557,1,2,3,4,5,6,7,8,9,10
558,33,41,25,49,17,57,9,1,34,42
559,52,53,51,54,60,44,55,59,43,61
560,41,49,33,57,25,17,9,1,42,34
561,17,9,25,1,33,41,49,57,18,10
562,21,22,20,23,24,29,13,19,28,12
563,43,44,35,51,42,45,50,34,36,52
564,21,22,20,23,24,29,13,19,28,12
565,1,2,3,4,5,6,7,8,9,10
566,21,22,20,23,24,29,13,19,28,12
567,41,49,33,57,25,17,9,1,42,34
568,6,5,7,8,4,14,13,15,16,12
569,49,41,57,33,25,17,9,1,50,42
570,1,9,17,25,33,41,49,57,2,10
571,39,40,38,37,36,47,31,46,30,48
572,4,5,3,6,12,7,11,13,14,8
573,21,22,20,23,24,29,13,19,28,12
574,41,49,33,57,25,17,9,1,42,34
575,17,9,25,1,33,41,49,57,18,10
576,1,2,3,4,5,6,7,8,9,10
577,49,41,57,33,25,17,9,1,50,42
578,36,37,35,38,44,28,39,43,27,45
579,28,29,27,30,20,36,31,19,35,21
580,56,55,54,53,64,48,47,63,46,62
581,39,40,38,37,36,47,31,46,30,48
582,22,21,23,24,20,30,14,29,13,31
583,21,22,20,23,24,29,13,19,28,12
584,36,37,35,38,44,28,39,43,27,45
585,7,8,6,5,4,15,14,16,13,12
586,41,49,33,57,25,17,9,1,42,34
587,52,53,51,54,60,44,55,59,43,61
588,64,63,62,61,56,55,54,60,53,52
589,1,2,3,4,5,6,7,8,9,10
590,43,44,35,51,42,45,50,34,36,52
591,8,7,6,5,16,15,14,4,13,12
592,1,2,3,4,5,6,7,8,9,10
593,17,9,25,1,33,41,49,57,18,10
594,50,42,58,51,49,43,59,41,57,34
595,8,7,6,5,16,15,14,4,13,12
596,1,2,3,4,5,6,7,8,9,10
597,1,9,17,25,33,41,49,57,2,10
598,43,44,35,51,42,45,50,34,36,52
599,33,41,25,49,17,57,9,1,34,42
600,1,9,17,25,33,41,49,57,2,10
601,50,42,58,51,49,43,59,41,57,34
602,1,2,3,4,5,6,7,8,9,10
603,49,41,57,33,25,17,9,1,50,42
604,19,20,27,11,18,21,10,26,28,12
605,39,40,38,37,36,47,31,46,30,48
606,41,49,33,57,25,17,9,1,42,34
607,28,29,27,30,20,36,31,19,35,21
608,17,9,25,1,33,41,49,57,18,10
609,1,9,17,25,33,41,49,57,2,10
610,21,22,20,23,24,29,13,19,28,12
611,28,29,27,30,20,36,31,19,35,21
612,45,46,44,47,48,37,53,43,36,52
613,1,2,3,4,5,6,7,8,9,10
614,21,22,20,23,24,29,13,19,28,12
615,21,22,20,23,24,29,13,19,28,12
616,7,8,6,5,4,15,14,16,13,12
617,41,49,33,57,25,17,9,1,42,34
618,4,5,3,6,12,7,11,13,14,8
619,49,41,57,33,25,17,9,1,50,42
620,41,49,33,57,25,17,9,1,42,34
621,3,4,11,2,5,10,12,6,13,18
622,7,8,6,5,4,15,14,16,13,12
623,29,30,28,31,32,21,37,27,20,36
624,50,42,58,51,49,43,59,41,57,34
